name,name:nan,name:nan-HJ,name:nan-TL
環河南路二段,Khoân-hô Lâm-lō͘ 2-tōaⁿ,環河南路二段,Khuân-hô Lâm-lōo 2-tuānn
磺港橋,Hông-káng-kiô,,
磺溪中橋,Hông-khe-tiong-kiô,,
磺溪橋,Hông-khe-kiô,,
礁坑一號橋,Ta-kheⁿ-it-hō-kiô,,
礁坑二號橋,Ta-kheⁿ-jī-hō-kiô,,
礁坑橋,Ta-kheⁿ-kiô,,
臨時道路,Lîm-sî Tō-lō͘,臨時道路,Lîm-sî Tō-lōo
襄陽路,Siong-iông-lō͘,襄陽路,Siong-iông-lōo
檳榔路,Pin-nn̂g-lō͘,,Pin-nn̂g-lōo
舊莊街一段,Kū-chng-kue-1-tōaⁿ,,Kū-tsng-kue-1-tuānn
舊莊街二段,Kū-chng-kue-2-tōaⁿ,,Kū-tsng-kue-2-tuānn
藍色鐵橋,Chheⁿ-sek Thih-kiô,青色鐵橋,Tshenn-sik Thih-kiô
鎮安橋,Tìn-an-kiô,,
鎮江街,Tìn-kang-koe,鎮江街,Tìn-kang-kue
鎮江街1巷,Tìn-kang-koe 1-hāng,鎮江街1巷,Tìn-kang-kue 1-hāng
雙溪橋,Siang-khe-kiô,,
懷恩隧道,Hoâi-un-pōng-khang,,Huâi-un-pōng-khang
懷寧街,Hoâi-lêng-koe,懷寧街,Huâi-lîng-kue
懷寧街108巷,Hoâi-lêng-koe 108-hāng,懷寧街108巷,Huâi-lîng-kue 108-hāng
懷寧街56巷,Hoâi-lêng-koe 56-hāng,懷寧街56巷,Huâi-lîng-kue 56-hāng
懷寧街8巷,Hoâi-lêng-koe 8-hāng,懷寧街8巷,Huâi-lîng-kue 8-hāng
羅斯福路一段,Roosevelt-lō͘-1-tōaⁿ,羅斯福路一段,Roosevelt-lōo-1-tuānn
羅斯福路一段58巷,Roosevelt-lō͘-1-tōaⁿ 58-hāng,羅斯福路一段58巷,Roosevelt-lōo-1-tuānn 58-hāng
羅斯福路一段58巷17弄,Roosevelt-lō͘-1-tōaⁿ 58-hāng 17-lōng,羅斯福路一段58巷17弄,Roosevelt-lōo-1-tuānn 58-hāng 17-lōng
羅斯福路一段72巷,Roosevelt-lō͘-1-tōaⁿ 72-hāng,羅斯福路一段72巷,Roosevelt-lōo-1-tuānn 72-hāng
羅斯福路一段72巷1弄,Roosevelt-lō͘-1-tōaⁿ 72-hāng 1-lōng,羅斯福路一段72巷1弄,Roosevelt-lōo-1-tuānn 72-hāng 1-lōng
羅斯福路一段90巷,Roosevelt-lō͘-1-tōaⁿ 90-hāng,羅斯福路一段90巷,Roosevelt-lōo-1-tuānn 90-hāng
羅斯福路二段,Roosevelt-lō͘-2-tōaⁿ,,Roosevelt-lōo-2-tuānn
羅斯福路二段101巷,Roosevelt-lō͘-2-tōaⁿ 101-hāng,羅斯福路二段101巷,Roosevelt-lōo-2-tuānn 101-hāng
羅斯福路二段117巷,Roosevelt-lō͘-2-tōaⁿ 117-hāng,羅斯福路二段117巷,Roosevelt-lōo-2-tuānn 117-hāng
羅斯福路二段15巷,Roosevelt-lō͘-2-tōaⁿ 15-hāng,羅斯福路二段15巷,Roosevelt-lōo-2-tuānn 15-hāng
羅斯福路二段174巷,Roosevelt-lō͘-2-tōaⁿ 174-hāng,羅斯福路二段174巷,Roosevelt-lōo-2-tuānn 174-hāng
羅斯福路二段30巷,Roosevelt-lō͘-2-tōaⁿ 30-hāng,羅斯福路二段30巷,Roosevelt-lōo-2-tuānn 30-hāng
羅斯福路二段35巷,Roosevelt-lō͘-2-tōaⁿ 35-hāng,羅斯福路二段35巷,Roosevelt-lōo-2-tuānn 35-hāng
羅斯福路二段36巷,Roosevelt-lō͘-2-tōaⁿ 36-hāng,羅斯福路二段36巷,Roosevelt-lōo-2-tuānn 36-hāng
羅斯福路二段48巷,Roosevelt-lō͘-2-tōaⁿ 48-hāng,羅斯福路二段48巷,Roosevelt-lōo-2-tuānn 48-hāng
羅斯福路二段4巷,Roosevelt-lō͘-2-tōaⁿ 4-hāng,羅斯福路二段4巷,Roosevelt-lōo-2-tuānn 4-hāng
羅斯福路二段66巷,Roosevelt-lō͘-2-tōaⁿ 66-hāng,羅斯福路二段66巷,Roosevelt-lōo-2-tuānn 66-hāng
羅斯福路二段6巷,Roosevelt-lō͘-2-tōaⁿ 6-hāng,羅斯福路二段6巷,Roosevelt-lōo-2-tuānn 6-hāng
羅斯福路二段77巷,Roosevelt-lō͘-2-tōaⁿ 77-hāng,羅斯福路二段77巷,Roosevelt-lōo-2-tuānn 77-hāng
羅斯福路二段81巷,Roosevelt-lō͘-2-tōaⁿ 81-hāng,羅斯福路二段81巷,Roosevelt-lōo-2-tuānn 81-hāng
羅斯福路二段81巷16弄,Roosevelt-lō͘-2-tōaⁿ 81-hāng 16-lōng,羅斯福路二段81巷16弄,Roosevelt-lōo-2-tuānn 81-hāng 16-lōng
羅斯福路二段8巷,Roosevelt-lō͘-2-tōaⁿ 8-hāng,羅斯福路二段8巷,Roosevelt-lōo-2-tuānn 8-hāng
羅斯福路二段8巷2弄,Roosevelt-lō͘-2-tōaⁿ 8-hāng 2-lōng,羅斯福路二段8巷2弄,Roosevelt-lōo-2-tuānn 8-hāng 2-lōng
羅斯福路三段,Roosevelt-lō͘-3-tōaⁿ,,Roosevelt-lōo-3-tuānn
羅斯福路三段128巷,Roosevelt-lō͘-3-tōaⁿ 128-hāng,羅斯福路三段128巷,Roosevelt-lōo-3-tuānn 128-hāng
羅斯福路三段128巷32弄,Roosevelt-lō͘-3-tōaⁿ 128-hāng 32-lōng,羅斯福路三段128巷32弄,Roosevelt-lōo-3-tuānn 128-hāng 32-lōng
羅斯福路三段128巷35弄,Roosevelt-lō͘-3-tōaⁿ 128-hāng 35-lōng,羅斯福路三段128巷35弄,Roosevelt-lōo-3-tuānn 128-hāng 35-lōng
羅斯福路三段128巷36弄,Roosevelt-lō͘-3-tōaⁿ 128-hāng 36-lōng,羅斯福路三段128巷36弄,Roosevelt-lōo-3-tuānn 128-hāng 36-lōng
羅斯福路三段128巷36弄,Roosevelt-lō͘-3-tōaⁿ 128-hāng 36-lōng,羅斯福路三段128巷36弄,Roosevelt-lōo-3-tuānn 128-hāng 36-lōng
羅斯福路三段128巷4弄,Roosevelt-lō͘-3-tōaⁿ 128-hāng 4-lōng,羅斯福路三段128巷4弄,Roosevelt-lōo-3-tuānn 128-hāng 4-lōng
羅斯福路三段140巷,Roosevelt-lō͘-3-tōaⁿ 140-hāng,羅斯福路三段140巷,Roosevelt-lōo-3-tuānn 140-hāng
羅斯福路三段151巷,Roosevelt-lō͘-3-tōaⁿ 151-hāng,羅斯福路三段151巷,Roosevelt-lōo-3-tuānn 151-hāng
羅斯福路三段17巷,Roosevelt-lō͘-3-tōaⁿ 17-hāng,羅斯福路三段17巷,Roosevelt-lōo-3-tuānn 17-hāng
羅斯福路三段17巷1弄,Roosevelt-lō͘-3-tōaⁿ 47-hāng 1-lōng,羅斯福路三段47巷1弄,Roosevelt-lōo-3-tuānn 47-hāng 1-lōng
羅斯福路三段210巷,Roosevelt-lō͘-3-tōaⁿ 210-hāng,羅斯福路三段210巷,Roosevelt-lōo-3-tuānn 210-hāng
羅斯福路三段210巷10弄,Roosevelt-lō͘-3-tōaⁿ 210-hāng 10-lōng,羅斯福路三段210巷10弄,Roosevelt-lōo-3-tuānn 210-hāng 10-lōng
羅斯福路三段210巷8弄,Roosevelt-lō͘-3-tōaⁿ 210-hāng 8-lōng,羅斯福路三段210巷8弄,Roosevelt-lōo-3-tuānn 210-hāng 8-lōng
羅斯福路三段240巷,Roosevelt-lō͘-3-tōaⁿ 240-hāng,羅斯福路三段240巷,Roosevelt-lōo-3-tuānn 240-hāng
羅斯福路三段240巷7弄,Roosevelt-lō͘-3-tōaⁿ 240-hāng 7-lōng,羅斯福路三段240巷7弄,Roosevelt-lōo-3-tuānn 240-hāng 7-lōng
羅斯福路三段244巷,Roosevelt-lō͘-3-tōaⁿ 244-hāng,羅斯福路三段244巷,Roosevelt-lōo-3-tuānn 244-hāng
羅斯福路三段244巷10弄,Roosevelt-lō͘-3-tōaⁿ 244-hāng 10-lōng,羅斯福路三段244巷10弄,Roosevelt-lōo-3-tuānn 244-hāng 10-lōng
羅斯福路三段244巷2弄,Roosevelt-lō͘-3-tōaⁿ 244-hāng 2-lōng,羅斯福路三段244巷2弄,Roosevelt-lōo-3-tuānn 244-hāng 2-lōng
羅斯福路三段244巷9弄,Roosevelt-lō͘-3-tōaⁿ 244-hāng 9-lōng,羅斯福路三段244巷9弄,Roosevelt-lōo-3-tuānn 244-hāng 9-lōng
羅斯福路三段269巷,Roosevelt-lō͘-3-tōaⁿ 269-hāng,羅斯福路三段269巷,Roosevelt-lōo-3-tuānn 269-hāng
羅斯福路三段269巷29弄,Roosevelt-lō͘-3-tōaⁿ 269-hāng 29-lōng,羅斯福路三段269巷29弄,Roosevelt-lōo-3-tuānn 269-hāng 29-lōng
羅斯福路三段269巷51弄,Roosevelt-lō͘-3-tōaⁿ 269-hāng 51-lōng,羅斯福路三段269巷51弄,Roosevelt-lōo-3-tuānn 269-hāng 51-lōng
羅斯福路三段283巷,Roosevelt-lō͘-3-tōaⁿ 283-Hāng,羅斯福路三段283巷,Roosevelt-lōo-3-tuānn 283-Hāng
羅斯福路三段283巷14弄,Roosevelt-lō͘-3-tōaⁿ 283-Hāng 14-hāng,羅斯福路三段283巷14弄,Roosevelt-lōo-3-tuānn 283-Hāng 14-hāng
羅斯福路三段283巷19弄,Roosevelt-lō͘-3-tōaⁿ 283-Hāng 19-lōng,羅斯福路三段283巷19弄,Roosevelt-lōo-3-tuānn 283-Hāng 19-lōng
羅斯福路三段283巷21弄,Lô-su-hok 3-tōaⁿ 283-hāng 21-lōng,羅斯福路三段283巷21弄,Lô-su-hok 3-tuānn 283-hāng 21-lōng
羅斯福路三段283巷7弄,Roosevelt-lō͘-3-tōaⁿ 283-Hāng 7-hāng,羅斯福路三段283巷7弄,Roosevelt-lōo-3-tuānn 283-Hāng 7-hāng
羅斯福路三段283巷9弄,Roosevelt-lō͘-3-tōaⁿ 283-Hāng 9-hāng,羅斯福路三段283巷9弄,Roosevelt-lōo-3-tuānn 283-Hāng 9-hāng
羅斯福路三段284巷,Roosevelt-lō͘-3-tōaⁿ 284-hāng,羅斯福路三段284巷,Roosevelt-lōo-3-tuānn 284-hāng
羅斯福路三段286巷,Roosevelt-lō͘-3-tōaⁿ 286-hāng,羅斯福路三段286巷,Roosevelt-lōo-3-tuānn 286-hāng
羅斯福路三段286巷4弄,Roosevelt-lō͘-3-tōaⁿ 286-hāng 4-lōng,羅斯福路三段286巷4弄,Roosevelt-lōo-3-tuānn 286-hāng 4-lōng
羅斯福路三段316巷,Roosevelt-lō͘-3-tōaⁿ 316-hāng,羅斯福路三段316巷,Roosevelt-lōo-3-tuānn 316-hāng
羅斯福路三段316巷8弄,Roosevelt-lō͘-3-tōaⁿ 316-hāng 8-lōng,羅斯福路三段316巷8弄,Roosevelt-lōo-3-tuānn 316-hāng 8-lōng
羅斯福路三段316巷9弄,Roosevelt-lō͘-3-tōaⁿ 316-hāng 9-lōng,羅斯福路三段316巷9弄,Roosevelt-lōo-3-tuānn 316-hāng 9-lōng
羅斯福路三段333巷,Roosevelt-lō͘-3-tōaⁿ 333-Hāng,羅斯福路三段333巷,Roosevelt-lōo-3-tuānn 333-Hāng
羅斯福路三段46巷,Roosevelt-lō͘-3-tōaⁿ 46-hāng,羅斯福路三段46巷,Roosevelt-lōo-3-tuānn 46-hāng
羅斯福路三段47巷,Roosevelt-lō͘-3-tōaⁿ 47-hāng,羅斯福路三段47巷,Roosevelt-lōo-3-tuānn 47-hāng
羅斯福路三段58巷,Roosevelt-lō͘-3-tōaⁿ 58-hāng,羅斯福路三段58巷,Roosevelt-lōo-3-tuānn 58-hāng
羅斯福路三段66巷,Roosevelt-lō͘-3-tōaⁿ 66-hāng,羅斯福路三段66巷,Roosevelt-lōo-3-tuānn 66-hāng
羅斯福路三段72巷,Roosevelt-lō͘-3-tōaⁿ 72-hāng,羅斯福路三段72巷,Roosevelt-lōo-3-tuānn 72-hāng
羅斯福路三段84巷,Roosevelt-lō͘-3-tōaⁿ 84-hāng,羅斯福路三段84巷,Roosevelt-lōo-3-tuānn 84-hāng
羅斯福路三段84巷12弄,Roosevelt-lō͘-3-tōaⁿ 84-hāng 12-lōng,羅斯福路三段84巷12弄,Roosevelt-lōo-3-tuānn 84-hāng 12-lōng
羅斯福路三段84巷1弄,Roosevelt-lō͘-3-tōaⁿ 84-hāng 1-lōng,羅斯福路三段84巷1弄,Roosevelt-lōo-3-tuānn 84-hāng 1-lōng
羅斯福路大客車專用道,Lô-su-hok-lō͘ Tōa-kheh-chhia choan-ēng-tō,羅斯福路大客車專用道,Lô-su-hok-lōo Tuā-kheh-tshia tsuan-īng-tō
羅斯福路五段,Roosevelt-lō͘-5-tōaⁿ,羅斯福路五段,Roosevelt-lōo-5-tuānn
羅斯福路五段150巷,Roosevelt-lō͘-5-tōaⁿ 150-hāng,羅斯福路五段150巷,Roosevelt-lōo-5-tuānn 150-hāng
羅斯福路五段161巷,Roosevelt-lō͘-5-tōaⁿ 161-hāng,羅斯福路五段161巷,Roosevelt-lōo-5-tuānn 161-hāng
羅斯福路五段170巷,Roosevelt-lō͘-5-tōaⁿ 170-hāng,羅斯福路五段170巷,Roosevelt-lōo-5-tuānn 170-hāng
羅斯福路五段170巷3弄,Roosevelt-lō͘-5-tōaⁿ 170-hāng 3-lōng,羅斯福路五段170巷3弄,Roosevelt-lōo-5-tuānn 170-hāng 3-lōng
羅斯福路五段170巷8弄,Roosevelt-lō͘-5-tōaⁿ 170-hāng 8-lōng,羅斯福路五段170巷8弄,Roosevelt-lōo-5-tuānn 170-hāng 8-lōng
羅斯福路五段176巷,Roosevelt-lō͘-5-tōaⁿ 176-hāng,羅斯福路五段176巷,Roosevelt-lōo-5-tuānn 176-hāng
羅斯福路五段176巷1弄,Roosevelt-lō͘-5-tōaⁿ 176-hāng 1-lōng,羅斯福路五段176巷1弄,Roosevelt-lōo-5-tuānn 176-hāng 1-lōng
羅斯福路五段176巷3弄,Roosevelt-lō͘-5-tōaⁿ 176-hāng 3-lōng,羅斯福路五段176巷3弄,Roosevelt-lōo-5-tuānn 176-hāng 3-lōng
羅斯福路五段192巷,Roosevelt-lō͘-5-tōaⁿ 192-hāng,羅斯福路五段192巷,Roosevelt-lōo-5-tuānn 192-hāng
羅斯福路五段192巷5弄,Roosevelt-lō͘-5-tōaⁿ 192-hāng 5-lōng,羅斯福路五段192巷5弄,Roosevelt-lōo-5-tuānn 192-hāng 5-lōng
羅斯福路五段192巷7弄,Roosevelt-lō͘-5-tōaⁿ 192-hāng 7-lōng,羅斯福路五段192巷7弄,Roosevelt-lōo-5-tuānn 192-hāng 7-lōng
羅斯福路五段211巷,Roosevelt-lō͘-5-tōaⁿ 211-hāng,羅斯福路五段211巷,Roosevelt-lōo-5-tuānn 211-hāng
羅斯福路五段211巷17弄,Roosevelt-lō͘-5-tōaⁿ 211-hāng 17-lōng,羅斯福路五段211巷17弄,Roosevelt-lōo-5-tuānn 211-hāng 17-lōng
羅斯福路五段211巷26弄,Roosevelt-lō͘-5-tōaⁿ 211-hāng 26-lōng,羅斯福路五段211巷26弄,Roosevelt-lōo-5-tuānn 211-hāng 26-lōng
羅斯福路五段212巷,Roosevelt-lō͘-5-tōaⁿ 212-hāng,羅斯福路五段212巷,Roosevelt-lōo-5-tuānn 212-hāng
羅斯福路五段218巷,Roosevelt-lō͘-5-tōaⁿ 218-hāng,羅斯福路五段218巷,Roosevelt-lōo-5-tuānn 218-hāng
羅斯福路五段218巷18弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 18-lōng,羅斯福路五段218巷18弄,Roosevelt-lōo-5-tuānn 218-hāng 18-lōng
羅斯福路五段218巷27弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 27-lōng,羅斯福路五段218巷27弄,Roosevelt-lōo-5-tuānn 218-hāng 27-lōng
羅斯福路五段218巷32弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 32-lōng,羅斯福路五段218巷32弄,Roosevelt-lōo-5-tuānn 218-hāng 32-lōng
羅斯福路五段218巷38弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 38-lōng,羅斯福路五段218巷38弄,Roosevelt-lōo-5-tuānn 218-hāng 38-lōng
羅斯福路五段218巷6弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 6-lōng,羅斯福路五段218巷6弄,Roosevelt-lōo-5-tuānn 218-hāng 6-lōng
羅斯福路五段218巷9弄,Roosevelt-lō͘-5-tōaⁿ 218-hāng 9-lōng,羅斯福路五段218巷9弄,Roosevelt-lōo-5-tuānn 218-hāng 9-lōng
羅斯福路五段236巷,Roosevelt-lō͘-5-tōaⁿ 236-hāng,羅斯福路五段236巷,Roosevelt-lōo-5-tuānn 236-hāng
羅斯福路五段236巷1弄,Roosevelt-lō͘-5-tōaⁿ 236-hāng 1-lōng,羅斯福路五段236巷1弄,Roosevelt-lōo-5-tuānn 236-hāng 1-lōng
羅斯福路五段236巷3弄,Roosevelt-lō͘-5-tōaⁿ 236-hāng 3-lōng,羅斯福路五段236巷3弄,Roosevelt-lōo-5-tuānn 236-hāng 3-lōng
羅斯福路五段269巷,Roosevelt-lō͘-5-tōaⁿ 269-hāng,羅斯福路五段269巷,Roosevelt-lōo-5-tuānn 2269-hāng
羅斯福路五段269巷17弄,Roosevelt-lō͘-5-tōaⁿ 269-hāng 17-lōng,羅斯福路五段269巷17弄,Roosevelt-lōo-5-tuānn 2269-hāng 17-lōng
羅斯福路五段45巷,Roosevelt-lō͘-5-tōaⁿ 45-hāng,羅斯福路五段45巷,Roosevelt-lōo-5-tuānn 45-hāng
羅斯福路五段53巷,Roosevelt-lō͘-5-tōaⁿ 53-hāng,羅斯福路五段53巷,Roosevelt-lōo-5-tuānn 53-hāng
羅斯福路五段79巷,Roosevelt-lō͘-5-tōaⁿ 79-hāng,羅斯福路五段79巷,Roosevelt-lōo-5-tuānn 79-hāng
羅斯福路五段92巷,Roosevelt-lō͘-5-tōaⁿ 92-hāng,羅斯福路五段150巷92巷,Roosevelt-lōo-5-tuānn 92-hāng
羅斯福路五段92巷1弄,Roosevelt-lō͘-5-tōaⁿ 92-hāng 1-lōng,羅斯福路五段150巷92巷1弄,Roosevelt-lōo-5-tuānn 92-hāng 1-lōng
羅斯福路五段97巷,Roosevelt-lō͘-5-tōaⁿ 97-hāng,羅斯福路五段97巷,Roosevelt-lōo-5-tuānn 97-hāng
羅斯福路六段,Roosevelt-lō͘-6-tōaⁿ,,Roosevelt-lōo-6-tuānn
羅斯福路四段,Roosevelt-lō͘-4-tōaⁿ,羅斯福路四段,Roosevelt-lōo-4-tuānn
羅斯福路四段108巷,Roosevelt-lō͘-4-tōaⁿ 108-hāng,羅斯福路四段108巷,Roosevelt-lōo-4-tuānn 108-hāng
羅斯福路四段113巷,Roosevelt-lō͘-4-tōaⁿ 113-hāng,羅斯福路四段113巷,Roosevelt-lōo-4-tuānn 113-hāng
羅斯福路四段119巷,Roosevelt-lō͘-4-tōaⁿ 119-hāng,羅斯福路四段119巷,Roosevelt-lōo-4-tuānn 119-hāng
羅斯福路四段119巷40弄,Roosevelt-lō͘-4-tōaⁿ 119-hāng 40-lōng,羅斯福路四段119巷40弄,Roosevelt-lōo-4-tuānn 119-hāng 40-lōng
羅斯福路四段119巷62弄,Roosevelt-lō͘-4-tōaⁿ 119-hāng 62-lōng,羅斯福路四段119巷62弄,Roosevelt-lōo-4-tuānn 119-hāng 62-lōng
羅斯福路四段119巷66弄,Roosevelt-lō͘-4-tōaⁿ 119-hāng 66-lōng,羅斯福路四段119巷66弄,Roosevelt-lōo-4-tuānn 119-hāng 66-lōng
羅斯福路四段119巷78弄,Roosevelt-lō͘-4-tōaⁿ 119-hāng 78-lōng,羅斯福路四段119巷78弄,Roosevelt-lōo-4-tuānn 119-hāng 78-lōng
羅斯福路四段123巷,Roosevelt-lō͘-4-tōaⁿ 123-hāng,羅斯福路四段123巷,Roosevelt-lōo-4-tuānn 123-hāng
羅斯福路四段123巷21弄,Roosevelt-lō͘-4-tōaⁿ 123-hāng 21-lōng,羅斯福路四段123巷21弄,Roosevelt-lōo-4-tuānn 123-hāng 21-lōng
羅斯福路四段12巷,Roosevelt-lō͘-4-tōaⁿ 12-hāng,羅斯福路四段12巷,Roosevelt-lōo-4-tuānn 12-hāng
羅斯福路四段136巷,Roosevelt-lō͘-4-tōaⁿ 136-hāng,羅斯福路四段136巷,Roosevelt-lōo-4-tuānn 136-hāng
羅斯福路四段136巷1弄,Roosevelt-lō͘-4-tōaⁿ 136-hāng 1-lōng,羅斯福路四段136巷1弄,Roosevelt-lōo-4-tuānn 136-hāng 1-lōng
羅斯福路四段136巷6弄,Roosevelt-lō͘-4-tōaⁿ 78-hāng 6-lōng,羅斯福路四段78巷6弄,Roosevelt-lōo-4-tuānn 78-hāng 6-lōng
羅斯福路四段157巷,Roosevelt-lō͘-4-tōaⁿ 157-hāng,羅斯福路四段157巷,Roosevelt-lōo-4-tuānn 157-hāng
羅斯福路四段196巷,Roosevelt-lō͘-4-tōaⁿ 196-hāng,羅斯福路四段196巷,Roosevelt-lōo-4-tuānn 196-hāng
羅斯福路四段196巷15弄,Roosevelt-lō͘-4-tōaⁿ 136-hāng 15-lōng,羅斯福路四段136巷15弄,Roosevelt-lōo-4-tuānn 136-hāng 15-lōng
羅斯福路四段206巷,Roosevelt-lō͘-4-tōaⁿ 206-hāng,羅斯福路四段206巷,Roosevelt-lōo-4-tuānn 206-hāng
羅斯福路四段24巷,Roosevelt-lō͘-4-tōaⁿ 24-hāng,羅斯福路四段24巷,Roosevelt-lōo-4-tuānn 24-hāng
羅斯福路四段24巷12弄,Roosevelt-lō͘-4-tōaⁿ 24-hāng 12-lōng,羅斯福路四段24巷12弄,Roosevelt-lōo-4-tuānn 24-hāng 12-lōng
羅斯福路四段40巷,Roosevelt-lō͘-4-tōaⁿ 40-hāng,羅斯福路四段40巷,Roosevelt-lōo-4-tuānn 40-hāng
羅斯福路四段40巷6弄,Roosevelt-lō͘-4-tōaⁿ 40-hāng 6-lōng,羅斯福路四段40巷6弄,Roosevelt-lōo-4-tuānn 40-hāng 6-lōng
羅斯福路四段41巷68弄,Roosevelt-lō͘-4-tōaⁿ 113-hāng,羅斯福路四段113巷,Roosevelt-lōo-4-tuānn 113-hāng
羅斯福路四段52巷,Roosevelt-lō͘-4-tōaⁿ 52-hāng,羅斯福路四段52巷,Roosevelt-lōo-4-tuānn 52-hāng
羅斯福路四段52巷12弄,Roosevelt-lō͘-4-tōaⁿ 52-hāng 12-lōng,羅斯福路四段52巷12弄,Roosevelt-lōo-4-tuānn 52-hāng 12-lōng
羅斯福路四段62巷,Roosevelt-lō͘-4-tōaⁿ 62-hāng,羅斯福路四段62巷,Roosevelt-lōo-4-tuānn 62-hāng
羅斯福路四段78巷,Roosevelt-lō͘-4-tōaⁿ 78-hāng,羅斯福路四段78巷,Roosevelt-lōo-4-tuānn 78-hāng
羅斯福路四段78巷1弄,Roosevelt-lō͘-4-tōaⁿ 78-hāng 1-lōng,羅斯福路四段78巷1弄,Roosevelt-lōo-4-tuānn 78-hāng 1-lōng
羅斯福路四段78巷2弄,Roosevelt-lō͘-4-tōaⁿ 78-hāng 2-lōng,羅斯福路四段78巷2弄,Roosevelt-lōo-4-tuānn 78-hāng 2-lōng
羅斯福路四段90巷,Roosevelt-lō͘-4-tōaⁿ 90-hāng,羅斯福路四段90巷,Roosevelt-lōo-4-tuānn 90-hāng
藝術家巷,Gē-su̍t-ka-hāng,藝術家巷,Gē-su̍t-ka-hāng
寶慶路,Pó-khèng-lō͘,寶慶路,Pó-khìng-lōo
寶橋,Pó-kiô,,
寶橋路,Pó-kiô-lō͘,寶橋路,Pó-kiô-lōo
欒樹道,Loân-chhiū-tō,欒樹道,Luân-tshiū-tō
觀雲橋,Koan-hûn-kiô,,
