name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
永春街163巷,永春街163巷,Íng-tshun-kue 163-hāng,Éng-chhun-koe 163-hāng,永春街163巷,Íng-tshun-kue 163-hāng | Éng-chhun-koe 163-hāng,永春街163巷（Íng-tshun-kue 163-hāng | Éng-chhun-koe 163-hāng）,TRUE
永春街169巷,永春街169巷,Íng-tshun-kue 169-hāng,Éng-chhun-koe 169-hāng,永春街169巷,Íng-tshun-kue 169-hāng | Éng-chhun-koe 169-hāng,永春街169巷（Íng-tshun-kue 169-hāng | Éng-chhun-koe 169-hāng）,TRUE
永春街173巷,永春街173巷,Íng-tshun-kue 173-hāng,Éng-chhun-koe 173-hāng,永春街173巷,Íng-tshun-kue 173-hāng | Éng-chhun-koe 173-hāng,永春街173巷（Íng-tshun-kue 173-hāng | Éng-chhun-koe 173-hāng）,TRUE
永春街200巷,永春街200巷,Íng-tshun-kue 200-hāng,Éng-chhun-koe 200-hāng,永春街200巷,Íng-tshun-kue 200-hāng | Éng-chhun-koe 200-hāng,永春街200巷（Íng-tshun-kue 200-hāng | Éng-chhun-koe 200-hāng）,TRUE
永春街200巷3弄,永春街200巷3弄,Íng-tshun-kue 200-hāng 3-lōng,Éng-chhun-koe 200-hāng 3-lōng,永春街200巷3弄,Íng-tshun-kue 200-hāng 3-lōng | Éng-chhun-koe 200-hāng 3-lōng,永春街200巷3弄（Íng-tshun-kue 200-hāng 3-lōng | Éng-chhun-koe 200-hāng 3-lōng）,TRUE
永春街212巷,永春街212巷,Íng-tshun-kue 212-hāng,Éng-chhun-koe 212-hāng,永春街212巷,Íng-tshun-kue 212-hāng | Éng-chhun-koe 212-hāng,永春街212巷（Íng-tshun-kue 212-hāng | Éng-chhun-koe 212-hāng）,TRUE
永春街212巷17弄,永春街212巷17弄,Íng-tshun-kue 212-hāng 17-lōng,Éng-chhun-koe 212-hāng 17-lōng,永春街212巷17弄,Íng-tshun-kue 212-hāng 17-lōng | Éng-chhun-koe 212-hāng 17-lōng,永春街212巷17弄（Íng-tshun-kue 212-hāng 17-lōng | Éng-chhun-koe 212-hāng 17-lōng）,TRUE
永春街240巷,永春街240巷,Íng-tshun-kue 240-hāng,Éng-chhun-koe 240-hāng,永春街240巷,Íng-tshun-kue 240-hāng | Éng-chhun-koe 240-hāng,永春街240巷（Íng-tshun-kue 240-hāng | Éng-chhun-koe 240-hāng）,TRUE
永春街248巷,永春街248巷,Íng-tshun-kue 248-hāng,Éng-chhun-koe 248-hāng,永春街248巷,Íng-tshun-kue 248-hāng | Éng-chhun-koe 248-hāng,永春街248巷（Íng-tshun-kue 248-hāng | Éng-chhun-koe 248-hāng）,TRUE
永春街254巷,永春街254巷,Íng-tshun-kue 254-hāng,Éng-chhun-koe 254-hāng,永春街254巷,Íng-tshun-kue 254-hāng | Éng-chhun-koe 254-hāng,永春街254巷（Íng-tshun-kue 254-hāng | Éng-chhun-koe 254-hāng）,TRUE
永春街280巷,永春街280巷,Íng-tshun-kue 280-hāng,Éng-chhun-koe 280-hāng,永春街280巷,Íng-tshun-kue 280-hāng | Éng-chhun-koe 280-hāng,永春街280巷（Íng-tshun-kue 280-hāng | Éng-chhun-koe 280-hāng）,TRUE
永春街306巷,永春街306巷,Íng-tshun-kue 306-hāng,Éng-chhun-koe 306-hāng,永春街306巷,Íng-tshun-kue 306-hāng | Éng-chhun-koe 306-hāng,永春街306巷（Íng-tshun-kue 306-hāng | Éng-chhun-koe 306-hāng）,TRUE
永春橋,,,Éng-chhun-kiô,永春橋,Éng-chhun-kiô,永春橋（Éng-chhun-kiô）,FALSE
永康,永康,Íng-khong,Éng-khong,永康,Íng-khong | Éng-khong,永康（Íng-khong | Éng-khong）,FALSE
永康區,,,Éng-khong-khu,永康區,Éng-khong-khu,永康區（Éng-khong-khu）,FALSE
永綏街,永綏街,Íng-sui-kue,Éng-sui-koe,永綏街,Íng-sui-kue | Éng-sui-koe,永綏街（Íng-sui-kue | Éng-sui-koe）,FALSE
永靖鄉,,,Éng-chēng-hiong,永靖鄉,Éng-chēng-hiong,永靖鄉（Éng-chēng-hiong）,FALSE
,永寧,Íng-lîng,,永寧,Íng-lîng,永寧（Íng-lîng）,FALSE
永福,,,Íng-hok,永福,Íng-hok,永福（Íng-hok）,FALSE
永福街,永福街,Íng-hok-kue,Éng-hok-koe,永福街,Íng-hok-kue | Éng-hok-koe,永福街（Íng-hok-kue | Éng-hok-koe）,FALSE
永福橋,,Íng-hok-kiô,Éng-hok-kiô,永福橋,Íng-hok-kiô | Éng-hok-kiô,永福橋（Íng-hok-kiô | Éng-hok-kiô）,FALSE
永樂,永樂,Íng-lo̍k,Éng-lo̍k,永樂,Íng-lo̍k | Éng-lo̍k,永樂（Íng-lo̍k | Éng-lo̍k）,FALSE
汀州路一段,汀州路一段,Ting-tsiu-lōo 1-tuānn,Teng-chiu-lō͘ 1-tōaⁿ,汀州路一段,Ting-tsiu-lōo 1-tuānn | Teng-chiu-lō͘ 1-tōaⁿ,汀州路一段（Ting-tsiu-lōo 1-tuānn | Teng-chiu-lō͘ 1-tōaⁿ）,TRUE
汀州路二段,汀州路二段,Ting-tsiu-lōo 2-tuānn,Teng-chiu-lō͘ 2-tōaⁿ,汀州路二段,Ting-tsiu-lōo 2-tuānn | Teng-chiu-lō͘ 2-tōaⁿ,汀州路二段（Ting-tsiu-lōo 2-tuānn | Teng-chiu-lō͘ 2-tōaⁿ）,TRUE
汀州路二段127巷,汀州路二段127巷,Ting-tsiu-lōo 2-tuānn 127-hāng,Teng-chiu-lō͘ 2-tōaⁿ 127-hāng,汀州路二段127巷,Ting-tsiu-lōo 2-tuānn 127-hāng | Teng-chiu-lō͘ 2-tōaⁿ 127-hāng,汀州路二段127巷（Ting-tsiu-lōo 2-tuānn 127-hāng | Teng-chiu-lō͘ 2-tōaⁿ 127-hāng）,TRUE
汀州路二段133巷,汀州路二段133巷,Ting-tsiu-lōo 2-tuānn 133-hāng,Teng-chiu-lō͘ 2-tōaⁿ 133-hāng,汀州路二段133巷,Ting-tsiu-lōo 2-tuānn 133-hāng | Teng-chiu-lō͘ 2-tōaⁿ 133-hāng,汀州路二段133巷（Ting-tsiu-lōo 2-tuānn 133-hāng | Teng-chiu-lō͘ 2-tōaⁿ 133-hāng）,TRUE
汀州路二段178巷,汀州路二段178巷,Ting-tsiu-lōo 2-tuānn 178-hāng,Teng-chiu-lō͘ 2-tōaⁿ 178-hāng,汀州路二段178巷,Ting-tsiu-lōo 2-tuānn 178-hāng | Teng-chiu-lō͘ 2-tōaⁿ 178-hāng,汀州路二段178巷（Ting-tsiu-lōo 2-tuānn 178-hāng | Teng-chiu-lō͘ 2-tōaⁿ 178-hāng）,TRUE
汀州路二段201巷,汀州路二段201巷,Ting-tsiu-lōo 2-tuānn 201-hāng,Teng-chiu-lō͘ 2-tōaⁿ 201-hāng,汀州路二段201巷,Ting-tsiu-lōo 2-tuānn 201-hāng | Teng-chiu-lō͘ 2-tōaⁿ 201-hāng,汀州路二段201巷（Ting-tsiu-lōo 2-tuānn 201-hāng | Teng-chiu-lō͘ 2-tōaⁿ 201-hāng）,TRUE
汀州路二段255巷,汀州路二段255巷,Ting-tsiu-lōo 2-tuānn 255-hāng,Teng-chiu-lō͘ 2-tōaⁿ 255-hāng,汀州路二段255巷,Ting-tsiu-lōo 2-tuānn 255-hāng | Teng-chiu-lō͘ 2-tōaⁿ 255-hāng,汀州路二段255巷（Ting-tsiu-lōo 2-tuānn 255-hāng | Teng-chiu-lō͘ 2-tōaⁿ 255-hāng）,TRUE
汀州路二段255巷12弄,汀州路二段255巷12弄,Ting-tsiu-lōo 2-tuānn 255-hāng 12-lōng,Teng-chiu-lō͘ 2-tōaⁿ 255-hāng 12-lōng,汀州路二段255巷12弄,Ting-tsiu-lōo 2-tuānn 255-hāng 12-lōng | Teng-chiu-lō͘ 2-tōaⁿ 255-hāng 12-lōng,汀州路二段255巷12弄（Ting-tsiu-lōo 2-tuānn 255-hāng 12-lōng | Teng-chiu-lō͘ 2-tōaⁿ 255-hāng 12-lōng）,TRUE
汀州路三段,汀州路三段,Ting-tsiu-kue 3-tuānn,Teng-chiu-koe 3-tōaⁿ,汀州路三段,Ting-tsiu-kue 3-tuānn | Teng-chiu-koe 3-tōaⁿ,汀州路三段（Ting-tsiu-kue 3-tuānn | Teng-chiu-koe 3-tōaⁿ）,TRUE
汀州路三段104巷,汀州路三段104巷,Ting-tsiu-lōo 3-tuānn 104-hāng,Teng-chiu-lō͘ 3-tōaⁿ 104-hāng,汀州路三段104巷,Ting-tsiu-lōo 3-tuānn 104-hāng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng,汀州路三段104巷（Ting-tsiu-lōo 3-tuānn 104-hāng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng）,TRUE
汀州路三段200巷,汀州路三段104巷,Ting-tsiu-lōo 3-tuānn 200-hāng,Teng-chiu-lō͘ 3-tōaⁿ 200-hāng,汀州路三段104巷,Ting-tsiu-lōo 3-tuānn 200-hāng | Teng-chiu-lō͘ 3-tōaⁿ 200-hāng,汀州路三段104巷（Ting-tsiu-lōo 3-tuānn 200-hāng | Teng-chiu-lō͘ 3-tōaⁿ 200-hāng）,TRUE
汀州路三段104巷11弄,汀州路三段104巷11弄,Ting-tsiu-lōo 3-tuānn 104-hāng 11-lōng,Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 11-lōng,汀州路三段104巷11弄,Ting-tsiu-lōo 3-tuānn 104-hāng 11-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 11-lōng,汀州路三段104巷11弄（Ting-tsiu-lōo 3-tuānn 104-hāng 11-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 11-lōng）,TRUE
汀州路三段104巷16弄,汀州路三段104巷16弄,Ting-tsiu-lōo 3-tuānn 104-hāng 16-lōng,Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 16-lōng,汀州路三段104巷16弄,Ting-tsiu-lōo 3-tuānn 104-hāng 16-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 16-lōng,汀州路三段104巷16弄（Ting-tsiu-lōo 3-tuānn 104-hāng 16-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 16-lōng）,TRUE
汀州路三段230巷25弄,汀州路三段104巷25弄,Ting-tsiu-lōo 3-tuānn 104-hāng 25-lōng,Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 25-lōng,汀州路三段104巷25弄,Ting-tsiu-lōo 3-tuānn 104-hāng 25-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 25-lōng,汀州路三段104巷25弄（Ting-tsiu-lōo 3-tuānn 104-hāng 25-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 25-lōng）,TRUE
汀州路三段104巷40弄,汀州路三段104巷40弄,Ting-tsiu-lōo 3-tuānn 104-hāng 40-lōng,Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 40-lōng,汀州路三段104巷40弄,Ting-tsiu-lōo 3-tuānn 104-hāng 40-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 40-lōng,汀州路三段104巷40弄（Ting-tsiu-lōo 3-tuānn 104-hāng 40-lōng | Teng-chiu-lō͘ 3-tōaⁿ 104-hāng 40-lōng）,TRUE
汀洲路三段111巷,汀州路三段111巷,Ting-tsiu-kue 3-tuānn 111-hāng,Teng-chiu-koe 3-tōaⁿ 111-hāng,汀州路三段111巷,Ting-tsiu-kue 3-tuānn 111-hāng | Teng-chiu-koe 3-tōaⁿ 111-hāng,汀州路三段111巷（Ting-tsiu-kue 3-tuānn 111-hāng | Teng-chiu-koe 3-tōaⁿ 111-hāng）,TRUE
汀州路三段230巷,汀州路三段1230巷,Ting-tsiu-lōo 3-tuānn 230-hāng,Teng-chiu-lō͘ 3-tōaⁿ 230-hāng,汀州路三段1230巷,Ting-tsiu-lōo 3-tuānn 230-hāng | Teng-chiu-lō͘ 3-tōaⁿ 230-hāng,汀州路三段1230巷（Ting-tsiu-lōo 3-tuānn 230-hāng | Teng-chiu-lō͘ 3-tōaⁿ 230-hāng）,TRUE
汀州路三段160巷,汀州路三段160巷,Ting-tsiu-lōo 3-tuānn 160-hāng,Teng-chiu-lō͘ 3-tōaⁿ 160-hāng,汀州路三段160巷,Ting-tsiu-lōo 3-tuānn 160-hāng | Teng-chiu-lō͘ 3-tōaⁿ 160-hāng,汀州路三段160巷（Ting-tsiu-lōo 3-tuānn 160-hāng | Teng-chiu-lō͘ 3-tōaⁿ 160-hāng）,TRUE
辛亥路一段17巷,汀州路三段17巷,Ting-tsiu-kue 3-tuānn 17-hāng,Teng-chiu-koe 3-tōaⁿ 17-hāng,汀州路三段17巷,Ting-tsiu-kue 3-tuānn 17-hāng | Teng-chiu-koe 3-tōaⁿ 17-hāng,汀州路三段17巷（Ting-tsiu-kue 3-tuānn 17-hāng | Teng-chiu-koe 3-tōaⁿ 17-hāng）,TRUE
汀州路三段240巷,汀州路三段240巷,Ting-tsiu-kue 3-tuānn 240-hāng,Teng-chiu-koe 3-tōaⁿ 240-hāng,汀州路三段240巷,Ting-tsiu-kue 3-tuānn 240-hāng | Teng-chiu-koe 3-tōaⁿ 240-hāng,汀州路三段240巷（Ting-tsiu-kue 3-tuānn 240-hāng | Teng-chiu-koe 3-tōaⁿ 240-hāng）,TRUE
汀州路三段240巷17弄,汀州路三段240巷17弄,Ting-tsiu-kue 3-tuānn 240-hāng 17-lōng,Teng-chiu-koe 3-tōaⁿ 240-hāng 17-lōng,汀州路三段240巷17弄,Ting-tsiu-kue 3-tuānn 240-hāng 17-lōng | Teng-chiu-koe 3-tōaⁿ 240-hāng 17-lōng,汀州路三段240巷17弄（Ting-tsiu-kue 3-tuānn 240-hāng 17-lōng | Teng-chiu-koe 3-tōaⁿ 240-hāng 17-lōng）,TRUE
汀州路三段24巷,汀州路三段24巷,Ting-tsiu-kue 3-tuānn 24-hāng,Teng-chiu-koe 3-tōaⁿ 24-hāng,汀州路三段24巷,Ting-tsiu-kue 3-tuānn 24-hāng | Teng-chiu-koe 3-tōaⁿ 24-hāng,汀州路三段24巷（Ting-tsiu-kue 3-tuānn 24-hāng | Teng-chiu-koe 3-tōaⁿ 24-hāng）,TRUE
汀州路三段24巷5弄,汀州路三段24巷5弄,Ting-tsiu-kue 3-tuānn 24-hāng 5-lōng,Teng-chiu-koe 3-tōaⁿ 24-hāng 5-lōng,汀州路三段24巷5弄,Ting-tsiu-kue 3-tuānn 24-hāng 5-lōng | Teng-chiu-koe 3-tōaⁿ 24-hāng 5-lōng,汀州路三段24巷5弄（Ting-tsiu-kue 3-tuānn 24-hāng 5-lōng | Teng-chiu-koe 3-tōaⁿ 24-hāng 5-lōng）,TRUE
辛亥路一段25巷,汀州路三段25巷,Ting-tsiu-kue 3-tuānn 25-hāng,Teng-chiu-koe 3-tōaⁿ 25-hāng,汀州路三段25巷,Ting-tsiu-kue 3-tuānn 25-hāng | Teng-chiu-koe 3-tōaⁿ 25-hāng,汀州路三段25巷（Ting-tsiu-kue 3-tuānn 25-hāng | Teng-chiu-koe 3-tōaⁿ 25-hāng）,TRUE
辛亥路一段43巷,汀州路三段25巷,Ting-tsiu-kue 3-tuānn 43-hāng,Teng-chiu-koe 3-tōaⁿ 43-hāng,汀州路三段25巷,Ting-tsiu-kue 3-tuānn 43-hāng | Teng-chiu-koe 3-tōaⁿ 43-hāng,汀州路三段25巷（Ting-tsiu-kue 3-tuānn 43-hāng | Teng-chiu-koe 3-tōaⁿ 43-hāng）,TRUE
汀洲路三段27巷,汀州路三段27巷,Ting-tsiu-kue 3-tuānn 27-hāng,Teng-chiu-koe 3-tōaⁿ 27-hāng,汀州路三段27巷,Ting-tsiu-kue 3-tuānn 27-hāng | Teng-chiu-koe 3-tōaⁿ 27-hāng,汀州路三段27巷（Ting-tsiu-kue 3-tuānn 27-hāng | Teng-chiu-koe 3-tōaⁿ 27-hāng）,TRUE
汀洲路三段27巷28弄,汀州路三段27巷28弄,Ting-tsiu-kue 3-tuānn 27-hāng 28-lōng,Teng-chiu-koe 3-tōaⁿ 27-hāng 28-lōng,汀州路三段27巷28弄,Ting-tsiu-kue 3-tuānn 27-hāng 28-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 28-lōng,汀州路三段27巷28弄（Ting-tsiu-kue 3-tuānn 27-hāng 28-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 28-lōng）,TRUE
汀洲路三段27巷2弄,汀州路三段27巷2弄,Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng,Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng,汀州路三段27巷2弄,Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng,汀州路三段27巷2弄（Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng）,TRUE
汀洲路三段27巷2弄,汀州路三段27巷2弄,Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng,Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng,汀州路三段27巷2弄,Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng,汀州路三段27巷2弄（Ting-tsiu-kue 3-tuānn 27-hāng 2-lōng | Teng-chiu-koe 3-tōaⁿ 27-hāng 2-lōng）,TRUE
辛亥路一段37巷,汀州路三段37巷,Ting-tsiu-kue 3-tuānn 37-hāng,Teng-chiu-koe 3-tōaⁿ 37-hāng,汀州路三段37巷,Ting-tsiu-kue 3-tuānn 37-hāng | Teng-chiu-koe 3-tōaⁿ 37-hāng,汀州路三段37巷（Ting-tsiu-kue 3-tuānn 37-hāng | Teng-chiu-koe 3-tōaⁿ 37-hāng）,TRUE
汀州路三段60巷,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng,Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷（Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng）,TRUE
汀州路三段60巷,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng,Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷（Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng）,TRUE
汀洲路三段60巷,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng,Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷,Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng,汀州路三段60巷（Ting-tsiu-lōo 3-tuānn 60-hāng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng）,TRUE
汀州路三段60巷2弄,汀州路三段60巷2弄,Ting-tsiu-lōo 3-tuānn 60-hāng 2-lōng,Teng-chiu-lō͘ 3-tōaⁿ 60-hāng 2-lōng,汀州路三段60巷2弄,Ting-tsiu-lōo 3-tuānn 60-hāng 2-lōng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng 2-lōng,汀州路三段60巷2弄（Ting-tsiu-lōo 3-tuānn 60-hāng 2-lōng | Teng-chiu-lō͘ 3-tōaⁿ 60-hāng 2-lōng）,TRUE
辛亥路一段7巷,汀州路三段7巷,Ting-tsiu-kue 3-tuānn 7-hāng,Teng-chiu-koe 3-tōaⁿ 7-hāng,汀州路三段7巷,Ting-tsiu-kue 3-tuānn 7-hāng | Teng-chiu-koe 3-tōaⁿ 7-hāng,汀州路三段7巷（Ting-tsiu-kue 3-tuānn 7-hāng | Teng-chiu-koe 3-tōaⁿ 7-hāng）,TRUE
汀州路四段,汀州路四段,Ting-tsiu-kue 4-tuānn,Teng-chiu-koe 4-tōaⁿ,汀州路四段,Ting-tsiu-kue 4-tuānn | Teng-chiu-koe 4-tōaⁿ,汀州路四段（Ting-tsiu-kue 4-tuānn | Teng-chiu-koe 4-tōaⁿ）,TRUE
汀州路四段105巷16弄,汀州路四段1055巷16弄,Ting-tsiu-kue 4-tuānn 105-hāng 16-lōng,Teng-chiu-koe 4-tōaⁿ 1055-hāng 16-lōng,汀州路四段1055巷16弄,Ting-tsiu-kue 4-tuānn 105-hāng 16-lōng | Teng-chiu-koe 4-tōaⁿ 1055-hāng 16-lōng,汀州路四段1055巷16弄（Ting-tsiu-kue 4-tuānn 105-hāng 16-lōng | Teng-chiu-koe 4-tōaⁿ 1055-hāng 16-lōng）,TRUE
汀州路四段105巷,汀州路四段105巷,Ting-tsiu-kue 4-tuānn 105-hāng,Teng-chiu-koe 4-tōaⁿ 105-hāng,汀州路四段105巷,Ting-tsiu-kue 4-tuānn 105-hāng | Teng-chiu-koe 4-tōaⁿ 105-hāng,汀州路四段105巷（Ting-tsiu-kue 4-tuānn 105-hāng | Teng-chiu-koe 4-tōaⁿ 105-hāng）,TRUE
汀州路四段105巷20弄,汀州路四段105巷20弄,Ting-tsiu-kue 4-tuānn 105-hāng 20-lōng,Teng-chiu-koe 4-tōaⁿ 105-hāng 20-lōng,汀州路四段105巷20弄,Ting-tsiu-kue 4-tuānn 105-hāng 20-lōng | Teng-chiu-koe 4-tōaⁿ 105-hāng 20-lōng,汀州路四段105巷20弄（Ting-tsiu-kue 4-tuānn 105-hāng 20-lōng | Teng-chiu-koe 4-tōaⁿ 105-hāng 20-lōng）,TRUE
汀州路四段140巷,汀州路四段140巷,Ting-tsiu-kue 4-tuānn 140-hāng,Teng-chiu-koe 4-tōaⁿ 140-hāng,汀州路四段140巷,Ting-tsiu-kue 4-tuānn 140-hāng | Teng-chiu-koe 4-tōaⁿ 140-hāng,汀州路四段140巷（Ting-tsiu-kue 4-tuānn 140-hāng | Teng-chiu-koe 4-tōaⁿ 140-hāng）,TRUE
汀州路四段140巷2弄,汀州路四段140巷2弄,Ting-tsiu-kue 4-tuānn 140-hāng 2-lōng,Teng-chiu-koe 4-tōaⁿ 140-hāng 2-lōng,汀州路四段140巷2弄,Ting-tsiu-kue 4-tuānn 140-hāng 2-lōng | Teng-chiu-koe 4-tōaⁿ 140-hāng 2-lōng,汀州路四段140巷2弄（Ting-tsiu-kue 4-tuānn 140-hāng 2-lōng | Teng-chiu-koe 4-tōaⁿ 140-hāng 2-lōng）,TRUE
汀州路四段85巷,汀州路四段85巷,Ting-tsiu-kue 4-tuānn 85-hāng,Teng-chiu-koe 4-tōaⁿ 85-hāng,汀州路四段85巷,Ting-tsiu-kue 4-tuānn 85-hāng | Teng-chiu-koe 4-tōaⁿ 85-hāng,汀州路四段85巷（Ting-tsiu-kue 4-tuānn 85-hāng | Teng-chiu-koe 4-tōaⁿ 85-hāng）,TRUE
汀州路四段85巷14弄,汀州路四段85巷14弄,Ting-tsiu-kue 4-tuānn 85-hāng 14-lōng,Teng-chiu-koe 4-tōaⁿ 85-hāng 14-lōng,汀州路四段85巷14弄,Ting-tsiu-kue 4-tuānn 85-hāng 14-lōng | Teng-chiu-koe 4-tōaⁿ 85-hāng 14-lōng,汀州路四段85巷14弄（Ting-tsiu-kue 4-tuānn 85-hāng 14-lōng | Teng-chiu-koe 4-tōaⁿ 85-hāng 14-lōng）,TRUE
汀州路四段85巷6弄,汀州路四段85巷6弄,Ting-tsiu-kue 4-tuānn 85-hāng 6-lōng,Teng-chiu-koe 4-tōaⁿ 85-hāng 6-lōng,汀州路四段85巷6弄,Ting-tsiu-kue 4-tuānn 85-hāng 6-lōng | Teng-chiu-koe 4-tōaⁿ 85-hāng 6-lōng,汀州路四段85巷6弄（Ting-tsiu-kue 4-tuānn 85-hāng 6-lōng | Teng-chiu-koe 4-tōaⁿ 85-hāng 6-lōng）,TRUE
玉井區,,,Gio̍k-chéⁿ-khu,玉井區,Gio̍k-chéⁿ-khu,玉井區（Gio̍k-chéⁿ-khu）,FALSE
玉里,玉里,Gio̍k-lí,Gio̍k-lí,玉里,Gio̍k-lí,玉里（Gio̍k-lí）,FALSE
玉里鎮,,,Gio̍k-lí-tìn,玉里鎮,Gio̍k-lí-tìn,玉里鎮（Gio̍k-lí-tìn）,FALSE
瓦厝,瓦厝,Hiā-tshù,Hiā-chhù,瓦厝,Hiā-tshù | Hiā-chhù,瓦厝（Hiā-tshù | Hiā-chhù）,FALSE
瓦窯前,瓦窯前,Hiā-iô-tsîng,Hiā-iô-chêng,瓦窯前,Hiā-iô-tsîng | Hiā-iô-chêng,瓦窯前（Hiā-iô-tsîng | Hiā-iô-chêng）,FALSE
甘州街,,,Kam-tsiu-ke,甘州街,Kam-tsiu-ke,甘州街（Kam-tsiu-ke）,FALSE
甘谷街,,,Kam-kok-ke,甘谷街,Kam-kok-ke,甘谷街（Kam-kok-ke）,FALSE
,生態園區,Sing-thài Hn̂g-khu,,生態園區,Sing-thài Hn̂g-khu,生態園區（Sing-thài Hn̂g-khu）,FALSE
田中,田中,Tiân-tiong,Tiân-tiong,田中,Tiân-tiong,田中（Tiân-tiong）,FALSE
田中鎮,,,Tiân-tiong-tìn,田中鎮,Tiân-tiong-tìn,田中鎮（Tiân-tiong-tìn）,FALSE
田尾鄉,,,Chhân-boé-hiong,田尾鄉,Chhân-boé-hiong,田尾鄉（Chhân-boé-hiong）,FALSE
田寮區,,,Chhân-liâu-khu,田寮區,Chhân-liâu-khu,田寮區（Chhân-liâu-khu）,FALSE
甲仙區,,,Kah-sian-khu,甲仙區,Kah-sian-khu,甲仙區（Kah-sian-khu）,FALSE
白沙鄉,,,Pe̍h-soa-hiong,白沙鄉,Pe̍h-soa-hiong,白沙鄉（Pe̍h-soa-hiong）,FALSE
白沙屯,白沙墩,Pe̍h-sua-tun,Pe̍h-soa-tun,白沙墩,Pe̍h-sua-tun | Pe̍h-soa-tun,白沙墩（Pe̍h-sua-tun | Pe̍h-soa-tun）,FALSE
白河區,,,Pe̍h-hô-khu,白河區,Pe̍h-hô-khu,白河區（Pe̍h-hô-khu）,FALSE
石灼子,石灼仔,Tsio̍h-tsioh-á,Chio̍h-chioh-á,石灼仔,Tsio̍h-tsioh-á | Chio̍h-chioh-á,石灼仔（Tsio̍h-tsioh-á | Chio̍h-chioh-á）,FALSE
石角,,,Tsio̍h-kak,石角,Tsio̍h-kak,石角（Tsio̍h-kak）,FALSE
石坡坑,石坡坑,Tsio̍h-pi-khenn,Chio̍h-pi-kheⁿ,石坡坑,Tsio̍h-pi-khenn | Chio̍h-pi-kheⁿ,石坡坑（Tsio̍h-pi-khenn | Chio̍h-pi-kheⁿ）,FALSE
石岡區,,,Chio̍h-kng-khu,石岡區,Chio̍h-kng-khu,石岡區（Chio̍h-kng-khu）,FALSE
石門,石門,Tsio̍h-mn̂g,Chio̍h-mn̂g,石門,Tsio̍h-mn̂g | Chio̍h-mn̂g,石門（Tsio̍h-mn̂g | Chio̍h-mn̂g）,FALSE
石門,,,Tsio̍h-mn̂g,石門,Tsio̍h-mn̂g,石門（Tsio̍h-mn̂g）,FALSE
石門內,石門內,Tsio̍h-mn̂g-lāi,Chio̍h-mn̂g-lāi,石門內,Tsio̍h-mn̂g-lāi | Chio̍h-mn̂g-lāi,石門內（Tsio̍h-mn̂g-lāi | Chio̍h-mn̂g-lāi）,FALSE
