name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
埔里總站,埔里總站,Poo-lí Tsóng-tsām,Po͘-lí-chām Chóng-chām,埔里總站,Poo-lí Tsóng-tsām | Po͘-lí-chām Chóng-chām,埔里總站（Poo-lí Tsóng-tsām | Po͘-lí-chām Chóng-chām）,FALSE
埔里鎮,,,Po͘-lí-tìn,埔里鎮,Po͘-lí-tìn,埔里鎮（Po͘-lí-tìn）,FALSE
埔源,埔源,Poo-guân,Po͘-goân,埔源,Poo-guân | Po͘-goân,埔源（Poo-guân | Po͘-goân）,FALSE
埔墘,埔墘,Poo-kînn,Po͘-kîⁿ,埔墘,Poo-kînn | Po͘-kîⁿ,埔墘（Poo-kînn | Po͘-kîⁿ）,FALSE
埔頭,埔頭,Poo-thâu,Po͘-thâu,埔頭,Poo-thâu | Po͘-thâu,埔頭（Poo-thâu | Po͘-thâu）,FALSE
埔鹽鄉,,,Po͘-iâm-hiong,埔鹽鄉,Po͘-iâm-hiong,埔鹽鄉（Po͘-iâm-hiong）,FALSE
射寮,射寮,Siā-liâu,Siā-liâu,射寮,Siā-liâu,射寮（Siā-liâu）,FALSE
峨眉街,峨眉街,Gô-bî-kue,Gô-bî-koe,峨眉街,Gô-bî-kue | Gô-bî-koe,峨眉街（Gô-bî-kue | Gô-bî-koe）,FALSE
峨眉鄉,,,Gô-bî-hiong,峨眉鄉,Gô-bî-hiong,峨眉鄉（Gô-bî-hiong）,FALSE
峯頂橋,,,Hong-téng-kiô,峯頂橋,Hong-téng-kiô,峯頂橋（Hong-téng-kiô）,FALSE
崁仔頂,崁仔頂,Khàm-á-tíng,Khàm-á-téng,崁仔頂,Khàm-á-tíng | Khàm-á-téng,崁仔頂（Khàm-á-tíng | Khàm-á-téng）,FALSE
崁頂,崁頂,Khàm-tíng,Khàm-téng,崁頂,Khàm-tíng | Khàm-téng,崁頂（Khàm-tíng | Khàm-téng）,FALSE
崁頂鄉,,,Khàm-téng-hiong,崁頂鄉,Khàm-téng-hiong,崁頂鄉（Khàm-téng-hiong）,FALSE
崁腳,崁腳,Khàm-kha,Khàm-kha,崁腳,Khàm-kha,崁腳（Khàm-kha）,FALSE
崁腳下,崁跤下,Khàm-kha-ē,Khàm-kha-ē,崁跤下,Khàm-kha-ē,崁跤下（Khàm-kha-ē）,FALSE
師大,師大,Su-tāi,Su-tāi,師大,Su-tāi,師大（Su-tāi）,FALSE
師大分部,師大分部,Su-tāi Hun-pōo,Su-tāi Hun-pō͘,師大分部,Su-tāi Hun-pōo | Su-tāi Hun-pō͘,師大分部（Su-tāi Hun-pōo | Su-tāi Hun-pō͘）,FALSE
師大附中,師大附中,Su-tāi Hù-tiong,Su-tāi Hù-tiong,師大附中,Su-tāi Hù-tiong,師大附中（Su-tāi Hù-tiong）,FALSE
師大路,師大路,Su-tāi-lōo,Su-tāi-lō͘,師大路,Su-tāi-lōo | Su-tāi-lō͘,師大路（Su-tāi-lōo | Su-tāi-lō͘）,FALSE
師大路102巷,師大路102巷,Su-tāi-lōo 102-hāng,Su-tāi-lō͘ 102-hāng,師大路102巷,Su-tāi-lōo 102-hāng | Su-tāi-lō͘ 102-hāng,師大路102巷（Su-tāi-lōo 102-hāng | Su-tāi-lō͘ 102-hāng）,TRUE
師大路102巷16弄,師大路102巷16弄,Su-tāi-lōo 102-hāng 16-lōng,Su-tāi-lō͘ 102-hāng 16-lōng,師大路102巷16弄,Su-tāi-lōo 102-hāng 16-lōng | Su-tāi-lō͘ 102-hāng 16-lōng,師大路102巷16弄（Su-tāi-lōo 102-hāng 16-lōng | Su-tāi-lō͘ 102-hāng 16-lōng）,TRUE
師大路105巷,師大路105巷,Su-tāi-lōo 105-hāng,Su-tāi-lō͘ 105-hāng,師大路105巷,Su-tāi-lōo 105-hāng | Su-tāi-lō͘ 105-hāng,師大路105巷（Su-tāi-lōo 105-hāng | Su-tāi-lō͘ 105-hāng）,TRUE
師大路114巷,師大路114巷,Su-tāi-lōo 114-hāng,Su-tāi-lō͘ 114-hāng,師大路114巷,Su-tāi-lōo 114-hāng | Su-tāi-lō͘ 114-hāng,師大路114巷（Su-tāi-lōo 114-hāng | Su-tāi-lō͘ 114-hāng）,TRUE
師大路117巷,師大路117巷,Su-tāi-lōo 117-hāng,Su-tāi-lō͘ 117-hāng,師大路117巷,Su-tāi-lōo 117-hāng | Su-tāi-lō͘ 117-hāng,師大路117巷（Su-tāi-lōo 117-hāng | Su-tāi-lō͘ 117-hāng）,TRUE
師大路126巷,師大路126巷,Su-tāi-lōo 126-hāng,Su-tāi-lō͘ 126-hāng,師大路126巷,Su-tāi-lōo 126-hāng | Su-tāi-lō͘ 126-hāng,師大路126巷（Su-tāi-lōo 126-hāng | Su-tāi-lō͘ 126-hāng）,TRUE
師大路126巷2弄,師大路126巷2弄,Su-tāi-lōo 126-hāng 2-lōng,Su-tāi-lō͘ 126-hāng 2-lōng,師大路126巷2弄,Su-tāi-lōo 126-hāng 2-lōng | Su-tāi-lō͘ 126-hāng 2-lōng,師大路126巷2弄（Su-tāi-lōo 126-hāng 2-lōng | Su-tāi-lō͘ 126-hāng 2-lōng）,TRUE
師大路130巷,師大路130巷,Su-tāi-lōo 130-hāng,Su-tāi-lō͘ 130-hāng,師大路130巷,Su-tāi-lōo 130-hāng | Su-tāi-lō͘ 130-hāng,師大路130巷（Su-tāi-lōo 130-hāng | Su-tāi-lō͘ 130-hāng）,TRUE
師大路135巷,師大路135巷,Su-tāi-lōo 135-hāng,Su-tāi-lō͘ 135-hāng,師大路135巷,Su-tāi-lōo 135-hāng | Su-tāi-lō͘ 135-hāng,師大路135巷（Su-tāi-lōo 135-hāng | Su-tāi-lō͘ 135-hāng）,TRUE
師大路186巷,師大路186巷,Su-tāi-lōo 186-hāng,Su-tāi-lō͘ 186-hāng,師大路186巷,Su-tāi-lōo 186-hāng | Su-tāi-lō͘ 186-hāng,師大路186巷（Su-tāi-lōo 186-hāng | Su-tāi-lō͘ 186-hāng）,TRUE
師大路186巷,師大路186巷,Su-tāi-lōo 186-hāng,Su-tāi-lō͘ 186-hāng,師大路186巷,Su-tāi-lōo 186-hāng | Su-tāi-lō͘ 186-hāng,師大路186巷（Su-tāi-lōo 186-hāng | Su-tāi-lō͘ 186-hāng）,TRUE
師大路39巷,師大路39巷,Su-tāi-lōo 39-hāng,Su-tāi-lō͘ 39-hāng,師大路39巷,Su-tāi-lōo 39-hāng | Su-tāi-lō͘ 39-hāng,師大路39巷（Su-tāi-lōo 39-hāng | Su-tāi-lō͘ 39-hāng）,TRUE
師大路49巷,師大路49巷,Su-tāi-lōo 49-hāng,Su-tāi-lō͘ 49-hāng,師大路49巷,Su-tāi-lōo 49-hāng | Su-tāi-lō͘ 49-hāng,師大路49巷（Su-tāi-lōo 49-hāng | Su-tāi-lō͘ 49-hāng）,TRUE
師大路59巷,師大路59巷,Su-tāi-lōo 59-hāng,Su-tāi-lō͘ 59-hāng,師大路59巷,Su-tāi-lōo 59-hāng | Su-tāi-lō͘ 59-hāng,師大路59巷（Su-tāi-lōo 59-hāng | Su-tāi-lō͘ 59-hāng）,TRUE
師大路68巷,師大路68巷,Su-tāi-lōo 68-hāng,Su-tāi-lō͘ 68-hāng,師大路68巷,Su-tāi-lōo 68-hāng | Su-tāi-lō͘ 68-hāng,師大路68巷（Su-tāi-lōo 68-hāng | Su-tāi-lō͘ 68-hāng）,TRUE
師大路80巷,師大路80巷,Su-tāi-lōo 80-hāng,Su-tāi-lō͘ 80-hāng,師大路80巷,Su-tāi-lōo 80-hāng | Su-tāi-lō͘ 80-hāng,師大路80巷（Su-tāi-lōo 80-hāng | Su-tāi-lō͘ 80-hāng）,TRUE
師大路83巷,師大路83巷,Su-tāi-lōo 83-hāng,Su-tāi-lō͘ 83-hāng,師大路83巷,Su-tāi-lōo 83-hāng | Su-tāi-lō͘ 83-hāng,師大路83巷（Su-tāi-lōo 83-hāng | Su-tāi-lō͘ 83-hāng）,TRUE
師大路86巷,師大路86巷,Su-tāi-lōo 86-hāng,Su-tāi-lō͘ 86-hāng,師大路86巷,Su-tāi-lōo 86-hāng | Su-tāi-lō͘ 86-hāng,師大路86巷（Su-tāi-lōo 86-hāng | Su-tāi-lō͘ 86-hāng）,TRUE
師大路92巷,師大路92巷,Su-tāi-lōo 92-hāng,Su-tāi-lō͘ 92-hāng,師大路92巷,Su-tāi-lōo 92-hāng | Su-tāi-lō͘ 92-hāng,師大路92巷（Su-tāi-lōo 92-hāng | Su-tāi-lō͘ 92-hāng）,TRUE
師大路93巷,師大路93巷,Su-tāi-lōo 93-hāng,Su-tāi-lō͘ 93-hāng,師大路93巷,Su-tāi-lōo 93-hāng | Su-tāi-lō͘ 93-hāng,師大路93巷（Su-tāi-lōo 93-hāng | Su-tāi-lō͘ 93-hāng）,TRUE
師大綜合大樓,師大綜合大樓,Su-tāi Tsong-ha̍p Tuā-lâu,Su-tāi Chong-ha̍p Tōa-lâu,師大綜合大樓,Su-tāi Tsong-ha̍p Tuā-lâu | Su-tāi Chong-ha̍p Tōa-lâu,師大綜合大樓（Su-tāi Tsong-ha̍p Tuā-lâu | Su-tāi Chong-ha̍p Tōa-lâu）,FALSE
徐州路,徐州路,Tshî-tsiu-lōo,Chhî-chiu-lō͘,徐州路,Tshî-tsiu-lōo | Chhî-chiu-lō͘,徐州路（Tshî-tsiu-lōo | Chhî-chiu-lō͘）,FALSE
,徐匯中學,Tshî-huē Tiong-ha̍k,,徐匯中學,Tshî-huē Tiong-ha̍k,徐匯中學（Tshî-huē Tiong-ha̍k）,FALSE
,恩主公廟/行天宮,Un-tsú-kong-biō /Hîng-thian-kiong,,恩主公廟/行天宮,Un-tsú-kong-biō /Hîng-thian-kiong,恩主公廟/行天宮（Un-tsú-kong-biō /Hîng-thian-kiong）,FALSE
挹翠橋,,,Iap-chhùi-kiô,挹翠橋,Iap-chhùi-kiô,挹翠橋（Iap-chhùi-kiô）,FALSE
,旅運中心,Lí-ūn Tiong-sim,,旅運中心,Lí-ūn Tiong-sim,旅運中心（Lí-ūn Tiong-sim）,FALSE
晉江師大路口,晉江師大路口,Tsìn-kang Su-tāi Lōo-kháu,Chìn-kang Su-tāi Lō͘-kháu,晉江師大路口,Tsìn-kang Su-tāi Lōo-kháu | Chìn-kang Su-tāi Lō͘-kháu,晉江師大路口（Tsìn-kang Su-tāi Lōo-kháu | Chìn-kang Su-tāi Lō͘-kháu）,FALSE
晉江街,晉江街,Tsìn-kang-kue,Chìn-kang-koe,晉江街,Tsìn-kang-kue | Chìn-kang-koe,晉江街（Tsìn-kang-kue | Chìn-kang-koe）,FALSE
晉江街112巷,晉江街112巷,Tsìn-kang-kue 112-hāng,Chìn-kang-koe 112-hāng,晉江街112巷,Tsìn-kang-kue 112-hāng | Chìn-kang-koe 112-hāng,晉江街112巷（Tsìn-kang-kue 112-hāng | Chìn-kang-koe 112-hāng）,TRUE
晉江街112巷2弄,晉江街112巷2弄,Tsìn-kang-kue 112-hāng 2-lōng,Chìn-kang-koe 112-hāng 2-lōng,晉江街112巷2弄,Tsìn-kang-kue 112-hāng 2-lōng | Chìn-kang-koe 112-hāng 2-lōng,晉江街112巷2弄（Tsìn-kang-kue 112-hāng 2-lōng | Chìn-kang-koe 112-hāng 2-lōng）,TRUE
晉江街124巷,晉江街124巷,Tsìn-kang-kue 124-hāng,Chìn-kang-koe 124-hāng,晉江街124巷,Tsìn-kang-kue 124-hāng | Chìn-kang-koe 124-hāng,晉江街124巷（Tsìn-kang-kue 124-hāng | Chìn-kang-koe 124-hāng）,TRUE
晉江街124巷6弄,晉江街124巷6弄,Tsìn-kang-kue 124-hāng 6-lōng,Chìn-kang-koe 124-hāng 6-lōng,晉江街124巷6弄,Tsìn-kang-kue 124-hāng 6-lōng | Chìn-kang-koe 124-hāng 6-lōng,晉江街124巷6弄（Tsìn-kang-kue 124-hāng 6-lōng | Chìn-kang-koe 124-hāng 6-lōng）,TRUE
晉江街124巷8弄,晉江街124巷8弄,Tsìn-kang-kue 124-hāng 8-lōng,Chìn-kang-koe 124-hāng 8-lōng,晉江街124巷8弄,Tsìn-kang-kue 124-hāng 8-lōng | Chìn-kang-koe 124-hāng 8-lōng,晉江街124巷8弄（Tsìn-kang-kue 124-hāng 8-lōng | Chìn-kang-koe 124-hāng 8-lōng）,TRUE
晉江街126巷,晉江街126巷,Tsìn-kang-kue 126-hāng,Chìn-kang-koe 126-hāng,晉江街126巷,Tsìn-kang-kue 126-hāng | Chìn-kang-koe 126-hāng,晉江街126巷（Tsìn-kang-kue 126-hāng | Chìn-kang-koe 126-hāng）,TRUE
晉江街18巷,晉江街18巷,Tsìn-kang-kue 18-hāng,Chìn-kang-koe 18-hāng,晉江街18巷,Tsìn-kang-kue 18-hāng | Chìn-kang-koe 18-hāng,晉江街18巷（Tsìn-kang-kue 18-hāng | Chìn-kang-koe 18-hāng）,TRUE
晉江街35巷,晉江街35巷,Tsìn-kang-kue 35-hāng,Chìn-kang-koe 35-hāng,晉江街35巷,Tsìn-kang-kue 35-hāng | Chìn-kang-koe 35-hāng,晉江街35巷（Tsìn-kang-kue 35-hāng | Chìn-kang-koe 35-hāng）,TRUE
晉江街3巷,晉江街3巷,Tsìn-kang-kue 3-hāng,Chìn-kang-koe 3-hāng,晉江街3巷,Tsìn-kang-kue 3-hāng | Chìn-kang-koe 3-hāng,晉江街3巷（Tsìn-kang-kue 3-hāng | Chìn-kang-koe 3-hāng）,TRUE
晉江街46巷,晉江街46巷,Tsìn-kang-kue 46-hāng,Chìn-kang-koe 46-hāng,晉江街46巷,Tsìn-kang-kue 46-hāng | Chìn-kang-koe 46-hāng,晉江街46巷（Tsìn-kang-kue 46-hāng | Chìn-kang-koe 46-hāng）,TRUE
晉江街48巷,晉江街48巷,Tsìn-kang-kue 48-hāng,Chìn-kang-koe 48-hāng,晉江街48巷,Tsìn-kang-kue 48-hāng | Chìn-kang-koe 48-hāng,晉江街48巷（Tsìn-kang-kue 48-hāng | Chìn-kang-koe 48-hāng）,TRUE
晉江街46巷1弄,晉江街48巷1弄,Tsìn-kang-kue 48-hāng 1-lōng,Chìn-kang-koe 48-hāng 1-lōng,晉江街48巷1弄,Tsìn-kang-kue 48-hāng 1-lōng | Chìn-kang-koe 48-hāng 1-lōng,晉江街48巷1弄（Tsìn-kang-kue 48-hāng 1-lōng | Chìn-kang-koe 48-hāng 1-lōng）,TRUE
晉江街48巷3弄,晉江街48巷3弄,Tsìn-kang-kue 48-hāng 3-lōng,Chìn-kang-koe 48-hāng 3-lōng,晉江街48巷3弄,Tsìn-kang-kue 48-hāng 3-lōng | Chìn-kang-koe 48-hāng 3-lōng,晉江街48巷3弄（Tsìn-kang-kue 48-hāng 3-lōng | Chìn-kang-koe 48-hāng 3-lōng）,TRUE
晉江街4巷,晉江街4巷,Tsìn-kang-kue 4-hāng,Chìn-kang-koe 4-hāng,晉江街4巷,Tsìn-kang-kue 4-hāng | Chìn-kang-koe 4-hāng,晉江街4巷（Tsìn-kang-kue 4-hāng | Chìn-kang-koe 4-hāng）,TRUE
晉江街62巷,晉江街62巷,Tsìn-kang-kue 62-hāng,Chìn-kang-koe 62-hāng,晉江街62巷,Tsìn-kang-kue 62-hāng | Chìn-kang-koe 62-hāng,晉江街62巷（Tsìn-kang-kue 62-hāng | Chìn-kang-koe 62-hāng）,TRUE
晉江街62巷,晉江街62巷,Tsìn-kang-kue 62-hāng,Chìn-kang-koe 62-hāng,晉江街62巷,Tsìn-kang-kue 62-hāng | Chìn-kang-koe 62-hāng,晉江街62巷（Tsìn-kang-kue 62-hāng | Chìn-kang-koe 62-hāng）,TRUE
晉江街72巷,晉江街72巷,Tsìn-kang-kue 72-hāng,Chìn-kang-koe 72-hāng,晉江街72巷,Tsìn-kang-kue 72-hāng | Chìn-kang-koe 72-hāng,晉江街72巷（Tsìn-kang-kue 72-hāng | Chìn-kang-koe 72-hāng）,TRUE
晉江街7巷,晉江街7巷,Tsìn-kang-kue 7-hāng,Chìn-kang-koe 7-hāng,晉江街7巷,Tsìn-kang-kue 7-hāng | Chìn-kang-koe 7-hāng,晉江街7巷（Tsìn-kang-kue 7-hāng | Chìn-kang-koe 7-hāng）,TRUE
晉江街96巷,晉江街96巷,Tsìn-kang-kue 96-hāng,Chìn-kang-koe 96-hāng,晉江街96巷,Tsìn-kang-kue 96-hāng | Chìn-kang-koe 96-hāng,晉江街96巷（Tsìn-kang-kue 96-hāng | Chìn-kang-koe 96-hāng）,TRUE
晉江街98巷,晉江街98巷,Tsìn-kang-kue 98-hāng,Chìn-kang-koe 98-hāng,晉江街98巷,Tsìn-kang-kue 98-hāng | Chìn-kang-koe 98-hāng,晉江街98巷（Tsìn-kang-kue 98-hāng | Chìn-kang-koe 98-hāng）,TRUE
晉江街98巷1巷,晉江街98巷1巷,Tsìn-kang-kue 98-hāng 1-lōng,Chìn-kang-koe 98-hāng 1-lōng,晉江街98巷1巷,Tsìn-kang-kue 98-hāng 1-lōng | Chìn-kang-koe 98-hāng 1-lōng,晉江街98巷1巷（Tsìn-kang-kue 98-hāng 1-lōng | Chìn-kang-koe 98-hāng 1-lōng）,TRUE
朗島村 Iraralay,,,Lóng-tó-tshun,朗島村 Iraralay,Lóng-tó-tshun,朗島村 Iraralay（Lóng-tó-tshun）,FALSE
柴竹圍,柴竹圍,Tshâi-tik-uî,Chhâi-tek-ûi,柴竹圍,Tshâi-tik-uî | Chhâi-tek-ûi,柴竹圍（Tshâi-tik-uî | Chhâi-tek-ûi）,FALSE
柴埕,柴埕,Tshâ-tiânn,Chhâ-tiâⁿ,柴埕,Tshâ-tiânn | Chhâ-tiâⁿ,柴埕（Tshâ-tiânn | Chhâ-tiâⁿ）,FALSE
柴寮仔,柴寮仔,Tshâi-liâu-á,Chhâi-liâu-á,柴寮仔,Tshâi-liâu-á | Chhâi-liâu-á,柴寮仔（Tshâi-liâu-á | Chhâi-liâu-á）,FALSE
栗子園,栗子園,La̍t-tsí-hn̂g,La̍t-chí-hn̂g,栗子園,La̍t-tsí-hn̂g | La̍t-chí-hn̂g,栗子園（La̍t-tsí-hn̂g | La̍t-chí-hn̂g）,FALSE
栗林,校栗林,Ka-la̍t-nâ,Ka-la̍t-nâ,校栗林,Ka-la̍t-nâ,校栗林（Ka-la̍t-nâ）,FALSE
九讚頭,校欑頭、九欑頭,Káu-tsàn-thâu,Káu-chàn-thâu,校欑頭、九欑頭,Káu-tsàn-thâu | Káu-chàn-thâu,校欑頭、九欑頭（Káu-tsàn-thâu | Káu-chàn-thâu）,FALSE
格致路,格致路,Keh-tì-lōo,Keh-tì-lō͘,格致路,Keh-tì-lōo | Keh-tì-lō͘,格致路（Keh-tì-lōo | Keh-tì-lō͘）,FALSE
桂竹仔林,桂竹仔林,Kuì-tik-á-nâ,Kùi-tek-á-nâ,桂竹仔林,Kuì-tik-á-nâ | Kùi-tek-á-nâ,桂竹仔林（Kuì-tik-á-nâ | Kùi-tek-á-nâ）,FALSE
桂竹林,桂竹林,Kuì-tik-nâ,Kùi-tek-nâ,桂竹林,Kuì-tik-nâ | Kùi-tek-nâ,桂竹林（Kuì-tik-nâ | Kùi-tek-nâ）,FALSE
桂林路,桂林路,Kuì-lîm-lōo,Kùi-lîm-lō͘,桂林路,Kuì-lîm-lōo | Kùi-lîm-lō͘,桂林路（Kuì-lîm-lōo | Kùi-lîm-lō͘）,FALSE
桃花心木道,桃花心木道,Thô-hue-sim-bo̍k-tō,Thô-hoe-sim-bo̍k-tō,桃花心木道,Thô-hue-sim-bo̍k-tō | Thô-hoe-sim-bo̍k-tō,桃花心木道（Thô-hue-sim-bo̍k-tō | Thô-hoe-sim-bo̍k-tō）,FALSE
桃園,桃園,Thô-hn̂g,Thô-hn̂g,桃園,Thô-hn̂g,桃園（Thô-hn̂g）,FALSE
桃園市,桃園市,Thô-hn̂g-tshī,Thô-hn̂g-chhī,桃園市,Thô-hn̂g-tshī | Thô-hn̂g-chhī,桃園市（Thô-hn̂g-tshī | Thô-hn̂g-chhī）,FALSE
桃園區,,,Thô-hn̂g-khu,桃園區,Thô-hn̂g-khu,桃園區（Thô-hn̂g-khu）,FALSE
桃園環線,桃園環線,Thô-hn̂g Khuân-suànn,Thô-hn̂g Khoân-sòaⁿ,桃園環線,Thô-hn̂g Khuân-suànn | Thô-hn̂g Khoân-sòaⁿ,桃園環線（Thô-hn̂g Khuân-suànn | Thô-hn̂g Khoân-sòaⁿ）,FALSE
,桃園體育園區,Thô-hn̂g Thé-io̍k Hn̂g-khu,,桃園體育園區,Thô-hn̂g Thé-io̍k Hn̂g-khu,桃園體育園區（Thô-hn̂g Thé-io̍k Hn̂g-khu）,FALSE
桃源區,,,Thô-goân-khu,桃源區,Thô-goân-khu,桃源區（Thô-goân-khu）,FALSE
桃源國中,桃源國中,Thô-guân Kok-tiong,Thô-goân Kok-tiong,桃源國中,Thô-guân Kok-tiong | Thô-goân Kok-tiong,桃源國中（Thô-guân Kok-tiong | Thô-goân Kok-tiong）,FALSE
桃源街,桃源街,Thô-guân-kue,Thô-goân-koe,桃源街,Thô-guân-kue | Thô-goân-koe,桃源街（Thô-guân-kue | Thô-goân-koe）,FALSE
,泰山,Thài-san,,泰山,Thài-san,泰山（Thài-san）,FALSE
泰山區,泰山區,Thài-san-khu,Thài-san-khu,泰山區,Thài-san-khu,泰山區（Thài-san-khu）,FALSE
,泰山貴和,Thài-san Kuì-hô,,泰山貴和,Thài-san Kuì-hô,泰山貴和（Thài-san Kuì-hô）,FALSE
泰安,泰安,Thài-an,Thài-an,泰安,Thài-an,泰安（Thài-an）,FALSE
泰安鄉,,,Thài-an-hiong,泰安鄉,Thài-an-hiong,泰安鄉（Thài-an-hiong）,FALSE
泰武鄉,,,Thài-bú-hiong,泰武鄉,Thài-bú-hiong,泰武鄉（Thài-bú-hiong）,FALSE
泰雅渡假村,泰雅渡假村,Thài-ngá Tōo-ká-tshuan,Thài-ngá Tō͘-ká-chhoan,泰雅渡假村,Thài-ngá Tōo-ká-tshuan | Thài-ngá Tō͘-ká-chhoan,泰雅渡假村（Thài-ngá Tōo-ká-tshuan | Thài-ngá Tō͘-ká-chhoan）,FALSE
泰順街,泰順街,Thài-sūn-kue,Thài-sūn-koe,泰順街,Thài-sūn-kue | Thài-sūn-koe,泰順街（Thài-sūn-kue | Thài-sūn-koe）,FALSE
泰順街16巷,泰順街16巷,Thài-sūn-kue 16-hāng,Thài-sūn-koe 16-hāng,泰順街16巷,Thài-sūn-kue 16-hāng | Thài-sūn-koe 16-hāng,泰順街16巷（Thài-sūn-kue 16-hāng | Thài-sūn-koe 16-hāng）,TRUE
泰順街26巷,泰順街26巷,Thài-sūn-kue 26-hāng,Thài-sūn-koe 26-hāng,泰順街26巷,Thài-sūn-kue 26-hāng | Thài-sūn-koe 26-hāng,泰順街26巷（Thài-sūn-kue 26-hāng | Thài-sūn-koe 26-hāng）,TRUE
泰順街27巷,泰順街27巷,Thài-sūn-kue 27-hāng,Thài-sūn-koe 27-hāng,泰順街27巷,Thài-sūn-kue 27-hāng | Thài-sūn-koe 27-hāng,泰順街27巷（Thài-sūn-kue 27-hāng | Thài-sūn-koe 27-hāng）,TRUE
泰順街2巷,泰順街2巷,Thài-sūn-kue 2-hāng,Thài-sūn-koe 2-hāng,泰順街2巷,Thài-sūn-kue 2-hāng | Thài-sūn-koe 2-hāng,泰順街2巷（Thài-sūn-kue 2-hāng | Thài-sūn-koe 2-hāng）,TRUE
泰順街33巷,泰順街33巷,Thài-sūn-kue 33-hāng,Thài-sūn-koe 33-hāng,泰順街33巷,Thài-sūn-kue 33-hāng | Thài-sūn-koe 33-hāng,泰順街33巷（Thài-sūn-kue 33-hāng | Thài-sūn-koe 33-hāng）,TRUE
泰順街38巷,泰順街38巷,Thài-sūn-kue 38-hāng,Thài-sūn-koe 38-hāng,泰順街38巷,Thài-sūn-kue 38-hāng | Thài-sūn-koe 38-hāng,泰順街38巷（Thài-sūn-kue 38-hāng | Thài-sūn-koe 38-hāng）,TRUE
泰順街38巷6弄,泰順街38巷6弄,Thài-sūn-kue 38-hāng 6-lōng,Thài-sūn-koe 38-hāng 6-lōng,泰順街38巷6弄,Thài-sūn-kue 38-hāng 6-lōng | Thài-sūn-koe 38-hāng 6-lōng,泰順街38巷6弄（Thài-sūn-kue 38-hāng 6-lōng | Thài-sūn-koe 38-hāng 6-lōng）,TRUE
泰順街39巷,泰順街39巷,Thài-sūn-kue 39-hāng,Thài-sūn-koe 39-hāng,泰順街39巷,Thài-sūn-kue 39-hāng | Thài-sūn-koe 39-hāng,泰順街39巷（Thài-sūn-kue 39-hāng | Thài-sūn-koe 39-hāng）,TRUE
泰順街40巷,泰順街40巷,Thài-sūn-kue 40-hāng,Thài-sūn-koe 40-hāng,泰順街40巷,Thài-sūn-kue 40-hāng | Thài-sūn-koe 40-hāng,泰順街40巷（Thài-sūn-kue 40-hāng | Thài-sūn-koe 40-hāng）,TRUE
泰順街40巷10弄,泰順街40巷10弄,Thài-sūn-kue 40-hāng 10-lōng,Thài-sūn-koe 40-hāng 10-lōng,泰順街40巷10弄,Thài-sūn-kue 40-hāng 10-lōng | Thài-sūn-koe 40-hāng 10-lōng,泰順街40巷10弄（Thài-sūn-kue 40-hāng 10-lōng | Thài-sūn-koe 40-hāng 10-lōng）,TRUE
泰順街44巷,泰順街44巷,Thài-sūn-kue 44-hāng,Thài-sūn-koe 44-hāng,泰順街44巷,Thài-sūn-kue 44-hāng | Thài-sūn-koe 44-hāng,泰順街44巷（Thài-sūn-kue 44-hāng | Thài-sūn-koe 44-hāng）,TRUE
泰順街50巷,泰順街50巷,Thài-sūn-kue 50-hāng,Thài-sūn-koe 50-hāng,泰順街50巷,Thài-sūn-kue 50-hāng | Thài-sūn-koe 50-hāng,泰順街50巷（Thài-sūn-kue 50-hāng | Thài-sūn-koe 50-hāng）,TRUE
泰順街54巷,泰順街54巷,Thài-sūn-kue 54-hāng,Thài-sūn-koe 54-hāng,泰順街54巷,Thài-sūn-kue 54-hāng | Thài-sūn-koe 54-hāng,泰順街54巷（Thài-sūn-kue 54-hāng | Thài-sūn-koe 54-hāng）,TRUE
泰順街57巷,泰順街57巷,Thài-sūn-kue 57-hāng,Thài-sūn-koe 57-hāng,泰順街57巷,Thài-sūn-kue 57-hāng | Thài-sūn-koe 57-hāng,泰順街57巷（Thài-sūn-kue 57-hāng | Thài-sūn-koe 57-hāng）,TRUE
泰順街60巷,泰順街60巷,Thài-sūn-kue 60-hāng,Thài-sūn-koe 60-hāng,泰順街60巷,Thài-sūn-kue 60-hāng | Thài-sūn-koe 60-hāng,泰順街60巷（Thài-sūn-kue 60-hāng | Thài-sūn-koe 60-hāng）,TRUE
泰順街60巷18弄,泰順街60巷18弄,Thài-sūn-kue 60-hāng 18-lōng,Thài-sūn-koe 60-hāng 18-lōng,泰順街60巷18弄,Thài-sūn-kue 60-hāng 18-lōng | Thài-sūn-koe 60-hāng 18-lōng,泰順街60巷18弄（Thài-sūn-kue 60-hāng 18-lōng | Thài-sūn-koe 60-hāng 18-lōng）,TRUE
泰順街62巷,泰順街62巷,Thài-sūn-kue 62-hāng,Thài-sūn-koe 62-hāng,泰順街62巷,Thài-sūn-kue 62-hāng | Thài-sūn-koe 62-hāng,泰順街62巷（Thài-sūn-kue 62-hāng | Thài-sūn-koe 62-hāng）,TRUE
