name,description
捷運萬隆站(2號出口),興隆路一段70巷/羅斯福路5段211巷26弄口
萬和二號公園,萬隆街255號(對面)
捷運萬隆站(1號出口),羅斯福路五段250號(前)
捷運萬隆站(4號出口),羅斯福路5段210號(前)
台北花木批發市場,萬盛街/興隆路一段(西北側)
士林3號廣場,中山北路六段81號(旁)
至誠公園,至誠路一段80號(對面)
捷運芝山站(1號出口),福華路114號(對面)
聯合醫院陽明院區,雨聲街105號(南側)
蘭雅公園,忠誠路二段/忠誠路二段40巷(西南側)
士林高商,士商路150號(校門旁)
銘傳大學,中山北路五段250號(銘傳大學對側)
捷運士林站(2號出口),中山北路五段505巷44弄2號(對面)
福林公園,福林路/中山北路五段(東北側)
華聲公園,華聲街17號(南側路側)
臺北市立天文館,基河路363號(前)
兒童新樂園,承德路五段55號(旁公車亭)
陽明高中,中正路510號(前)
士林運動中心,士商路1號(前)
中山中正路口,中山北路五段609號(前)
福林國小,福志路50號(對面)
志成公園,中正路/雨農路口(西北側)
劍潭基河路口,劍潭路基河路口(捷運站橋下空間)
捷運劍潭站(2號出口),基河路18號(對面)
臺灣戲曲中心,文林路751號(南側)
捷運芝山站(2號出口),福華路151號(對面)
百齡高中,承德路四段179巷/承德路4段口
前港公園(前港街),前港街48號(對面)
華齡街185巷口,華齡街188號(前)
前港公園(福德宮),後港街134巷/後港街口
華齡公園,劍潭路76號(對面)
至誠路一段305巷口,至誠路一段303號(對面)
芝山抽水站,至誠路二段47-49號(前)
忠誠公園,忠誠路一段18號(對面)
雨農國小,忠誠路一段127號(前)
忠誠路一段173巷口,忠誠路一段177號(前)
劍潭海外青年活動中心,中山北路4段/通河街口
明勝公園,承德路4段6巷71號(對面)
蘭興公園,中山北路六段/士東路(西北側)
天母北天玉街口,天母北路33號(前)
天母國中,天母東路120號(斜前方)
忠誠路二段53巷,忠誠路2段53巷7號(對面)
臺北市立大學(天母校區),士東路276號至280號對面人行道
天母運動公園,忠誠路二段/忠誠路二段207巷(東南側)
中山天母路口,天母西路3-55號前人行道
天和公園,天母東路69巷30號(前方路側)
雨聲街165巷口,雨聲街/雨聲街165巷(西北側)
百齡國小,前港街104號(對面)
福港街停車場,華齡街175號(旁)
通河東街大南路口,通河東街1段192號(旁)
劍潭抽水站,通河東街325巷/通河東街口
愛國金山路口,愛國東路與杭州南路二段口西南側
金杭公園,愛國東路21巷與杭州南路二段25巷口東南側
金甌女中,信義路二段與杭州南路二段東南側
捷運東門站(3號出口),信義路二段128號前
金華公園,金華街249號對面
建國和平路口西北側,建國南路二段與和平東路二段口西北側
新生和平路口東北側,新生南路二段與和平東路二段口東北側
臺北市立圖書館(總館),建國南路二段/建國南路二段151巷(橋下空間)
捷運古亭站(5號出口),和平東路一段19號前
捷運古亭站(6號出口),羅斯福路二段41號前
臺灣師範大學(圖書館),和平東路一段129號前
和平泰順街口,和平東路一段/泰順街口東南側
捷運臺電大樓站(2號出口),辛亥路一段/羅斯福路三段口北側(辛亥路側)
法治公園,通化街189號西側
喬治工商,基隆路二段166號
捷運六張犁站,和平東路三段410號
捷運麟光站(2號出口),和平東路三段420號東北側
嘉興公園,樂業街101巷3號西北側
臥龍公園,辛亥路三段223號西側
臥龍樂業街口,臥龍街234-2號
辛亥基隆路口,基隆路三段/辛亥路三段(東北側)
芳和國中,臥龍街170號(前)
社子公園,永平街20巷37弄/永平街20巷11弄(社子公園南側)
社正公園,社中街39號(對面)
葫蘆國小,環河北路三段/葫蘆街(東北側)
重慶北葫東街口,重慶北路四段177號(前)
延平北中正路口,中正路613號(對面)
延平國宅,延平北路五段1-1號(對面)
青年公園籃球場,青年公園籃球場南側
國興青年路口,國興路與青年路口西南側
青年公園高爾夫球場,國興路42號對側
古亭國中,中華路二段465號對側
國興中華路口,國興路2號前
中華路二段409巷口,中華路二段403號前
永昌公園,詔安街224號前
古亭智慧圖書館,中華路二段443巷45號前
泰北高中,福林路240號(前)
忠誠路一段138號,忠誠路一段138號(斜前方)
社中街384巷口,通河西街二段194號(對面)
社子國小,社中街476號(對面)
敦化基隆路口,敦化南路二段218號
敦化南路二段293巷口南側,敦化南路二段293巷口南側
和平龍泉街口,和平東路一段/龍泉街口西南側
嘉興街175巷口,基隆路二段131-4號(前)
港華五號公園,環山路二段81號西北側
臨江街夜市(通化街101巷口),通化街111號
機六停車場(忠孝路346巷),忠孝路346巷18號
仁和南中正路口,仁和南街/中正路(東南側)
中華光復一街路口,中華路998號(對側人行道)
角宿天后宮活動中心,角宿路6-1號(南側)
海成福德宮,海成二街100號前
南蓮停車場,忠孝路176號(南側)
阿蓮區公所,民生路94號前
路竹運動公園,大同路202號(對側人行道)
高苑科技大學視聽大樓,高苑科技大學視聽大樓(南側)
高苑科技大學生化大樓,高苑科技大學生化大樓(北側)
中里社區公園,文明路17號(對面)
一品公園,瑞祥一街35號(南側)
三隆兒童公園,安隆街/立隆街123巷口(西北側)
大寮國小,大寮路/周廣街(西南側)
昭明國小(鳳林一路184巷),鳳林一路300巷80號(校門口右側人行道)
鳥松國小,大仁北路/大智路(西南側)
明湖澄湖路口,明湖路/澄湖路(東北側)
光潭路134巷光潭路116巷口,光潭路134巷59號(東側)
竹圍國小,大仁北路/竹圍北街(東北側)
八德東八德南路口,八德東路/八德南路口(東北側)
高鐵左營基地,高鐵路1999號(前人行道)
中華里活動中心,華園街/華中街(西南側)
文武公園,文南街/文南一街(東南側)
澄合段停九停車場,八德東路/八德東路520巷(北側)
八德一八德中路口,八德一路/八德中路(西北側)
勇全赤誠街口,勇全路/赤成街(西北側)
育才公21停車場,慈惠六街/慈勇三街(東南側)
梓平公園,梓官路/梓官路大宅巷(西南側)
小港森林公園(秀峰街),營口路/秀峰街(西北側)
泰山兒童遊戲場,松柏街/青山街45巷(東北側)
捷運小港站(3號出口),沿海一路/漢民路口(東南側)
天順港福街29巷口,天順街/港福街29巷(東北側)
高坪五十路口,高坪二十七街/高坪五十路(東側)
松崗停車場,松崗路/松泰街(西南側)
高雄市熱帶植物園,高坪二十三路/高坪二十三路151巷(東北側)
坪頂國小,高坪十七街/大平路(東南側)
大坪頂公園,高坪二十三路/大平路(西南側)
崇本崇明街10巷口,崇本街/崇明街10巷口(西北側)
旗津海水浴場,發祥街4-2號(對側人行道)
楠梓特殊學校,德民路211號(前人行道)
大昌無菸公園,右昌街79巷66弄56號(對側)
鳳楠經建路口,鳳楠路88號(前人行道)
高雄大學(大學南路側),大學南路335號(對側)
高雄大學管理學院,高雄大學管理學院(西北側)
盛泰公園,旗楠路126巷80-5號(對側人行道)
援中德中路口(西南側),德中路8號(西南側)
下鹽田三欉榕公園(大學十一街),大學十一街115號(對側人行道)
右昌森林公園(後昌新路58巷),後昌新路70巷3弄/後昌新路58巷(東北側)
右昌國小(後昌路),後昌路995號旁
大學西大學十街口,大學西路168號(對側人行道)
大學三十二街公園,藍昌路461號(對側人行道)
清豐公園,常德路107號(對側人行道)
輕軌馬卡道站,河西一路1275號(對側人行道)
青海公園,美術南六街/青海路口(西南側)
龍德新自由一路口,龍德新路222號(東側人行道)
中山大學海資館,中山大學海資館(北側)
中山大學西灣藝廊,中山大學西灣藝廊(對側人行道)
中山大學體育館,中山大學體育館(北側人行道)
翠華日昌路口,翠華路331號(對側人行道)
美術東二美術北三路口,美術東二路470號前人行道
鼓山國小(登山街),登山街36號(對側人行道)
凱興凱旺街口,凱興街/凱旺街(東北側)
愛群國小,廣西路/育德路(東南側)
獅甲公園,崑明街/文橫三路(東南側)
瑞崗兒童遊戲場,瑞義街/瑞信街口(西北側)
環區一環區四路口,環區一路/環區四路(西南側)
林森中華五路口,林森四路/中華五路口(東北側人行道)
輕軌凱旋二聖站,凱旋三路/二聖路(東南側)
輕軌機廠站,凱旋三路/賢明路(東側)
一心和平二路口,一心一路/和平二路(西南側)
富民太原街口,富民路464號(前人行道)
博愛四重仁路口,博愛四路/重仁路(西北側)
自勉公園,自勉路/自勉路66巷(西南角)
明誠富國路口東北側,明誠二路368號(前人行道)
華夏兒童遊戲場(華夏路側),華夏路1017號(對側人行道)
福山公園(榮佑路側),榮佑路47號(對側人行道)
六成保南一路口,六成街/保南一路口(東南側)
五甲國中(龍成路),龍成路123巷/龍成路(西北側)
環河鳳東七街106巷口,環河街/鳳東七街106巷(東側)
公兒20公園,文教路/文教路79巷(東北側)
文勇八德路口,文勇街/八德路(西北側)
八德路296巷文衡路口,八德路296巷/文衡路(西南側)
八德八德路二段142巷口,八德路二段/八德路二段142巷(東南側)
北門公園,鳳仁路/鳳仁路46巷(北側)
鳳甲公兒二公園,鳳育路/鳳甲二街(東南側)
青年光華路口,青年路一段/光華路(西南側)
北鳳山區清潔隊,經武路/鳳松路114巷(西南側)
鳳山公28公園,誠愛路/誠北街(西南側)
鳳山中正國小,勝利路/勝利路2巷(東南側)
正義國小,光榮街/華興街(東南側)
建國文英路口,建國路二段/文英路口(西北側)
保泰保泰路370巷,保泰路/保泰路370巷口(東南側)
五甲二路730巷口,五甲二路730巷口/自強二路62巷(西北側)
國泰青年路口,國泰路二段/青年路口東北側
大義截流站,新化街/大智路口(東南側)
輕軌駁二蓬萊站,駁二蓬萊站(西北側)
公園二七賢三路口,公園二路219號(東北側)
公園二大勇路口,公園二路147號(對側人行道)
公園二大義街口,公園二路83號(東北側)
寶安里活動中心,覺民路/建武路(東南側)
三民區公所,哈爾濱街/察哈爾二街(西南側)
博愛國小,十全一路/瀋陽街(北側)
寶業滯洪公園(澄清路),澄清路/覺民路(東北側)
三民公園(北側),察哈爾一街/大連街(西南側)
華德華德街98巷口,華德街/華德街98巷口(東南側)
九如中華二路口,九如二路/中華二路(東南側)
愛國國小,熱河一街/孝順街(東北側)
九如自立一路口,九如二路/自立一路(西南側)
建國忠孝一路口,建國二路/忠孝一路(東北側)
河北二路中庸街口,河北二路192號(對面)
苓洲國小,中華四路/興中二路口(西北側)
凱旋凱旋三路915巷口,凱旋三路/凱旋三路915巷口(西南側)
和平和平一路80巷口,和平一路/和平一路80巷(東北側)
輕軌凱旋武昌站,武昌路/凱旋三路(東南側)
四維河南路口,四維一路/河南路口(東北側)
凱旋醫院,凱旋二路128號(旁)
華江八號公園,環河南路二段216號旁
西園艋舺路口,西園路二段與艋舺大道口西南側
華江高中,東園街35巷14號對側
萬華國中,西藏路201號前方
莒光郵局,莒光路210號前
新和國小,萬大路277巷37弄1號東側
德昌寶興街口(西北角),寶興街186號(前)
春光公園,林口街230號(斜對面)
捷運台北101/世貿站(5號出口),市府路/信義路(西北側)
市府松高路口,市府路/松高路(東南側)
市府松壽路口,市府路/松壽路(東北側)
松智松壽路口,松智路/松壽路(西北側)
臺北市政府,台北市政府東門(松智路)
永春陂濕地公園,松山路721號(對面)
松山家商,松山路655號(前)
林口公園,林口街82號(對面)
松友公園,信義路六段76巷2弄22號(對面)
松山工農,忠孝東路五段236巷15號(前)
仁愛路四段496巷口,仁愛路四段與仁愛路四段496巷口西南側
三張犁,光復南路455號前方
景新公園,莊敬路239巷12號(對面)
信義運動中心,松勤街100號(前)
中全公園,虎林街164巷54號北側
松德路200巷,松德路200巷53號北側
捷運象山站(1號出口),信義路5段152號(1號出口)
捷運象山站(2號出口),信義路五段128號東側
松德站,松德路300號南側
三興公園,吳興街118巷35弄28號前方(三興公園)
臺北醫學大學,台北醫學大學(吳興街220巷59弄)
景勤二號公園,信安街50號(對面)
和平東路三段530巷口,和平東路三段530巷口東北側
和平東路三段631巷口,和平東路三段633號前
中正高中,文林北路77號(前)
湖光國宅,文德路22巷與文德路22巷74弄口
瑞陽公園,文德路22巷6號(對面)
文德二號公園(南側),陽光街與陽光街68巷102弄口
捷運文德站(2號出口),文德路212號旁
金瑞公園,金龍路203-8號北側
碧山公園,內湖路三段60巷28號東側
環山路二段26巷口,環山路二段/環山路二段26巷(西南側)
港都公園,港華街57號(對面)
洲子二號公園,瑞光路500號(對面)
捷運西湖站(2號出口),內湖路一段291號(對面)
捷運西湖站(1號出口),內湖路一段285巷15號(對面)
星雲街47號,星雲街47號南側
康寧星雲街口,康寧路一段116號
文德三號公園(江南街71巷16弄),瑞光路271號東南側
瑞光計程車服務站,港墘路221巷2號
東湖路113巷95弄,東湖路113巷95弄13號西側
安湖三號公園,東湖路113巷49弄3號北側
大湖國小,大湖山莊街/大湖山莊街176巷(東南側)
麗山高中,環山路二段141號北側
麗山國小,內湖路一段411巷56號東側
德明財經科技大學,環山路一段56號南側
文湖街81巷10號西側,文湖街81巷10號西側
捷運臺大醫院站(4號出口),常德街1號(公園路側)
中華路一段21巷口,中華路一段11號(斜前方)
中華漢口街口,中華路一段與漢口街一段路口
中山堂,武昌街一段與延平南路口
市民金山路口,金山市民大道口南側
國家圖書館,中山南路20號前
臺北市立大學(博愛校區),愛國西路1號(前)
寶慶博愛路口,博愛路162號
捷運西門站(2號出口),中華路一段59號旁
延平南路133巷口,延平南路162號對側
捷運小南門站(1號出口),愛國西路/延平南路(西北側)
捷運善導寺站(3號出口),林森南路1號南側
信義杭州路口,信義路一段21號前
中正運動中心,信義路一段1號前
林森仁愛路口,林森南路與仁愛路一段西北側
濟南紹興路口,濟南紹興路口東南側
捷運善導寺站(1號出口),忠孝東路一段7號
華山文創園區,忠孝東路二段41號
介壽公園,貴陽街懷寧街口(東北側)
捷運小南門站(2號出口),愛國西路30號之2前方
南門國中,廣州街8巷/廣州街口東南側
水源路11-1號旁,水源路11-1號(旁)
南海和平路口西南側,南海路與和平西路二段西南側
福安國中,延平北路七段250號(前)
社子島濕地解說小築,社子島濕地解說小築
坤天亭,延平北路八段96巷15號(前)
延平北路八段133巷口,延平北路八段133巷42號(對面)
社子島島頭公園,延平北路九段323號(後方堤外)
重慶北路四段117號,重慶北路四段117號(前)
後港公園,通河東街二段26號(旁公園)
國立故宮博物院,力行街8號(對面)
重慶北路四段190巷口,重慶北路四段198號(前)
梅林新村,至善路一段/至善路一段138巷(北側)
通河東街2段10巷口,通河東街2段5號(對面)
原住民文化主題公園,至善路二段280號(對面)
天母棒球場,忠誠路二段122號(對面)
捷運忠孝新生站(3號出口),忠孝東路三段與10巷口
捷運忠孝新生站(6號出口),新生南路一段101號
僑安地下停車場(2號出口)東南側,光復南路290巷5號
光信公園(光復南路456巷),延吉街249號
信義延吉街口,信義路四段353號
捷運大安森林公園站(2號出口),捷運大安森林公園站(2號出口)西側
昌隆公園,市民大道三段206號西側
八德市場,市民大道三段170號
捷運信義安和站(2號出口),信義路四段188號前
仁愛國中,安和路一段75號(對面)
信義敦化路口,信義路四段155號前
龍門廣場,敦化南路一段與敦化南路一段236巷口
信義大安路口(信維大樓),信義路四段74號(前)
捷運大安站(2號出口),信義路3段143號(前)
捷運大安站(4號出口),信義路4段6號(前)
捷運忠孝復興站(2號出口),復興南路一段/仁愛路三段123巷13弄(西北側)
建國濟南路口,建國南路一段/濟南路三段口(東南側)
復興南路1段340巷口,復興南路一段信義路三段147巷45弄口
民榮公園,建國南路一段304巷45號南側
幸安國小(仁愛路),仁愛路三段22號
新生南路一段119巷口,新生南路一段113號
台北科技大學億光大樓,忠孝東路三段81號
臨江街夜市(基隆路),基隆路二段108號
安和路二段181巷口,安和路二段185號
和平金山路口,和平東路一段/金山南路二段西南側
中山溫泉公園,民生路204號(旁)
矽谷園區,中興路45-1號(旁)
金城裕民路口(金城舞社區),金城路二段200號(旁)
香社一藝文街口(歡喜市社區),香社一路/藝文街(東北側)
新明路343號,新明路341號北側
潭美國小(南京舊宗路口),行善路179號南側
內湖119號綠地,南京東路六段125號南側
行善公園,潭美街27號西側
南京東路六段180號,南京東路六段180號北側
週美里活動廣場,潭美街100號
潭美街213號,潭美街213號南側
頂崁公園,頂文一街頂文二街口(東南側公園人行道)
萬華青年公宅,青年路188號前
兩棵樹公園,艋舺大道與大理街160巷20弄口東側
糖廍文化園區,大理街177號對側
大理高中,環河南路二段與西藏路口東側
環河南雙園街口,環河南路二段282號前
華江國小,環河南路二段250巷25弄2號對側
長順區民活動中心,長順街127號前
雙園國中,西園路二段320巷與興義街口
華中疏散門,環河南路三段371號前
東園國小,東園街199號前方
艋舺大道146巷口,艋舺大道142號前
莒光立體停車場,莒光路137號前
青年公園棒球場,青年路66號對側
國興水源路口,國興路1巷15號對側
三興國小,基隆路二段99-1號(前)
松山車站,松山路11號南側
雅祥公園(松信路50巷口),松信路61號西側
興雅國小(基隆路一段37巷),基隆路一段83巷9號西側
泰和公園,吳興街600巷81號西側
吳興公車總站,松仁路277號南側
興雅松仁路口,松仁路28號北側
福德公園,大道路135號對側
福德國小,福德街251巷2號對側
松仁路121巷口,松仁路123號北側
信義廣場(台北101),松智路/信義路(東北側)
捷運台北101/世貿站(3號出口),信義路五段16號前
興雅國中,松仁路101號東側
松仁路253巷3弄,松仁路215巷6號
象山公園,松仁路153巷15號東側
東新國小,東明街68號北側
捷運南港站(1號出口),忠孝東路七段380號(1號出口)
南港車站(忠孝東路七段415巷),忠孝東路七段510號西北側
向陽南港路口,向陽路49號北側
東陽公園,重陽路125巷34號東側
臺北市立圖書館南港分館,南港路一段350號
興中立體停車場(興中路),興中路44巷1號東側
南港國小,惠民街67號東南側
捷運南港軟體園區(2號出口),經貿二路183號(2號出口)
市民大道八段532號,市民大道八段532號北側
凌雲市場,研究院路三段68巷9號北側
舊莊區民活動中心,舊莊街一段91巷11號西南側
福山公園,福山街44巷27號東南側
國家生技園區,研究院路一段130巷99號(國家生技園區)
中研院綜合體育館東側,研究院路二段128號(體育館)
研究院舊莊街口,舊莊街一段1號西側
玉成公園,玉成街247號對側
成德國中,東新街118巷15號南側
合心廣場,忠孝東路六段17號東北側
合樂公園,玉成街46號東側
捷運後山埤站(1號出口),中坡北路7號東側
忠孝東路六段225巷口,忠孝東路六段219號
捷運昆陽站(1號出口),忠孝東路六段403號
南港公園(東新街),東新街170巷1號西南側
塔悠八德路口,塔悠路2號(旁)
捷運松山站(4號出口),八德路四段742號
陽明交大圖書館,陽明交大圖書館後方機車停車場
捷運港墘站(2號出口),內湖路一段520號
內溝溪生態展示館,康樂街236-3號(前)
安泰街83巷,安泰街83巷3號(對面)
安康公園,五分街14巷31號(對面)
康寧路一段156巷20弄口,康寧路一段156巷/康寧路一段156巷20弄(西側)
康寧金湖路口,康寧路一段273號(對面)
內湖區農會,內湖路二段334號(前)
貿七社區,內湖路二段179巷48弄17號(旁)
碧湖公園(內湖路二段103巷),內湖路二段103巷76號(對面)
碧湖公園,內湖路二段/內湖路二段103巷口(東北側)
金湖路347巷125弄口,金湖路347巷125弄1號(對面)
麗湖國小,金湖路363巷11號(對面)
捷運葫洲站(1號出口),康寧路三段39號(對面)
臺北市網球中心,民權東路六段208號(前)
三軍總醫院,成功路二段424號(對面)
新湖三民善街口,新湖三路36號
扶輪親恩公園,民權東路六段30號
民權東路六段15巷,民權東路六段15巷29號
瑞光公共住宅(瑞光路),瑞光路160號
民權瑞光路口,民權東路六段50號
新明成功路口,新明路22號
南京東路六段368巷,南京東路六段382號西南側
明美公園,石潭路27號南側
安康路32巷24弄,安康路32巷24弄22號
樂康公園,康樂街61巷73弄22-1號南側
文德二號公園(北側),文德路210巷12號對側
陽光公園,陽光街與文德路220巷口西側
成功金龍路口,成功路四段188號
捷運大湖公園站(2號出口),成功路五段5號東側
寶藏巖觀音亭,汀州路三段230巷23號
法務部,重慶南路一段130號旁
中華貴陽街口,貴陽街一段243之1號(前)
莒光和平路口,莒光路2號前
南機場夜市(中華路二段),中華路二段305巷至307巷
螢橋國小,泉州街32號對面人行道
景文中學,保儀路/木柵路三段102巷口(西南側)
忠順區民活動中心,忠順街二段22號前方人行道(忠順區民活動中心)
世新大學,木柵路一段17巷1號(西側)
興豐公園,興隆路二段123巷/興隆路二段(西北側)
捷運辛亥站,辛亥路四段114號(旁人行道)
捷運萬芳社區站,萬芳路60號(西側廣場)
國立政治大學,指南路二段153號(對面)
仙跡岩登山口(景興路),景興街239號(前)
師範大學公館校區,汀州路四段77號(旁)
景福街/羅斯福路6段142巷口,景福街/羅斯福路6段142巷口
聖山綠地,忠義街94號(旁)
福安消防分隊,延平北路七段42之7號(對面)
敦化市民路口,敦化南路1段158號(前)
瑠公公園,忠孝東路四段49巷4弄/大安路口
大安高工,復興南路二段52號(前)
建國南路一段279巷口,建國南路一段275號
木柵光輝路口,木柵路一段290號(旁)
指南路3段2巷,指南路三段4號(旁)
捷運圓山站(1號出口),酒泉街235號前
平安新城,延壽街356巷/延壽街330巷16弄(東北側)
民生敦化路口,敦化北路216號(對面)
民有一號公園,敦化北路244巷43號(對面)
民生國小(敦化北路199巷),敦化北路199巷15號(旁)
江寧公園,合江街186號對側
三軍總醫院(松山分院),光復北路/光復北路190巷口(東南側)
敦北公園,敦化北路/富錦街77巷口(東南側)
新生長春路口,新生北路二段/新生北路二段68巷交叉口(新生橋下)
長沙公園,環河南路一段280-1號(對面)
捷運中山國小站(2號出口),捷運中山國小站(2號出口)後方
中吉公園,松江路170巷20號對側
捷運民權西路站(2號出口),捷運民權西路站(2號出口)西側
第二果菜批發市場,民族東路410巷2弄18號(東側)
捷運行天宮站(3號出口),松江路261號前
捷運松江南京站(7號出口),松江路119號前
龍江錦州街口,龍江路287號前方
捷運中山國中站,復興北路386號南側
民生建國路口,民生東路三段 / 建國北路二段口
一江公園,一江街/松江路132巷口(西北側)
南京新生路口,新生北路一段/南京東路一段口(橋墩下方)
民福三號綠地,民族東路712號(對面)
建國長春路口,建國北路/長春路口(南側)
興安華城,興安街53-4號對側
南京遼寧街口,南京東路三段189號(對面)
臺北孔廟,哈密街61號口對側人行道
樹德公園,大龍街85巷12號對側
臺北市藝文推廣處,八德路三段25號(前)
中崙高中,八德路四段91巷9號(對面)
南京建國路口,南京東路二段/建國北路二段(北側)
民權延平路口(西北側),民權西路239號前方
臺北市立圖書館大同分館,重慶北路三段318號旁
松江公園,松江路/松江路84巷(西北側路側)
民族延平路口,延平北路三段123號北側
三民路166巷口,三民路166巷1號(對面)
松基公園,長春路432號(對面)
民權復興路口,民權東路三段119號(前)
捷運小巨蛋站(2號出口),南京東路四段6號(前)
民生活動中心,民生東路五段163-1號(前)
捷運南京三民站(4號出口),南京東路五段229號(前)
光復北路11巷口,光復北路13號(旁)
捷運南京三民站(1號出口),捷運南京三民站(1號出口)
捷運南京三民站(2號出口),南京東路五段156號(前)
大稻埕公園,安西街1巷7號(對側)
民權迪化街口,民權西路與迪化街一段口(橋墩下)
酒泉延平路口,酒泉街235號前
陳天來故居,西寧北路112號前方
重慶酒泉街口,重慶北路三段260號前
捷運南港站(2號出口),忠孝東路七段380號(2號出口)
捷運龍山寺站(3號出口),和平西路三段/和平西路三段88巷(西南側)
萬華火車站(D2廣場),康定路/康定路287巷(東南側)
萬華火車站,艋舺大道83號(前)
老松國小,康定路238號(對面)
華西公園,桂林路134號(對面)
龍山國小,和平西路三段235號(旁)
捷運龍山寺站(1號出口),和平西路三段/西園路一段(東北側)
中華桂林路口,中華路一段與桂林路口西北側
西本願寺廣場,中華路一段164號(前)
峨嵋停車場,峨嵋街83號(旁)
開封西寧路口,西寧南路12號(對面)
忠德公園,東園街66巷20弄27號前
萬大路486巷口,萬大路482號(旁)
寶興長泰街口(西南角),寶興街/長泰街(西南側)
松山路292巷口,松山路279號
松山永吉路口,松山路166號
永吉公園,永吉路326巷66號西側
虎林永吉路口,永吉路356號東側
基隆忠孝路口西南側,忠孝東路四段550號
基隆光復路口,基隆路二段/光復南路(東北側)
松山高中,忠孝東路四段599巷36號對側
永吉松信路口,松信路/永吉路西南側人行道
五常公園,松隆路161號對側
福祥公園,松隆路99號西南側
松高路(信義新天地A4館),松高路19號
南港路三段290巷口,南港路三段314巷20號
南港高中(昆陽街),昆陽街58號東側
凌雲五村(研究院路三段8巷),研究院路三段10巷1號東側
世貿公園,經貿二路188-1號
南港軟體園區(新民街),新民街15號北側
忠孝東路七段527巷口,忠孝東路七段552號
南港車站(市民大道),南港路一段313號(市民大道)
台北流行音樂中心(市民大道),市民大道八段99號
興南公園,重陽路269號南側
台北流行音樂中心(南港路),南港路二段200-1號南側
南港加壓站,研究院路二段3巷1號西側
六福公園.,研究院路二段35巷23弄25號北側
中華科技大學,研究院路三段246號東側
中研公園,研究院路二段12巷58弄9號西側
捷運南港展覽館站(5號出口),研究院路一段1號(5號出口)
南港公園(福德街),福德街383號北側
光復南路22巷口,光復南路19號西側
民權光復路口(東北側),民權東路四段/光復北路(東北側)
健康社會住宅,健康路305號(前)
八德路三段8巷口,市民大道四段123號
八德路三段74巷口,八德路三段74巷95號南側
新東公園,民生東路五段/塔悠路口(西南側)
民權運動公園,民權東路四段/新中街口(西南側)
西松高中,健康路325巷5弄5號(前)
鵬程公園,健康路399號北側
捷運新北投站(2號出口),光明路225號(對面)
東湖國中,康樂街125巷4號(對面)
捷運內湖站(2號出口),成功路四段167巷6弄2號(旁)
福華商場,民權東路六段/民權東路六段180巷(西南側)
內湖行政中心,民權東路六段99號(前)
林安泰古厝,濱江街5號對側
吉林路407巷口,吉林路401號前
新喜公園,德惠街170巷22號對側
五常國中,復興北路488巷2弄5號對側
下埤公園,民族東路512巷13弄4號
中原公園,新生北路二段45巷(中原公園西側)
南京林森路口(東南側),南京東路一段86號前
新生高架停車場(林森北路107巷口),新生北路一段與林森北路107巷口(新生高架橋下)
捷運中山國小站(4號出口),民權東路一段/民權東路一段71巷口
林森農安街口,林森北路582號(前)
華山公園,市民大道與長安東路一段52巷口
朱崙商場,龍江路15號前
市民林森路口,市民大道二段/林森北路(東北側)
新生長安路口,新生北路一段/長安東路二段交叉口(北側)
伊通長安路口,伊通街/長安東路二段(西南側路側)
復興市民路口,復興南路一段36-9號前人行道
中山徐州路口,中山南路/徐州路(東南側)
師大水源路口,師大路/水源路口(東南側)
老泉街籃球場,老泉街26巷老泉街口(籃球場前)
和興路26巷口,和興路44巷 / 和興路26巷口
考試院,試院路(雙號)/木柵路一段(東北側)
捷運動物園站,新光路二段30號(對面)
景華街128巷口,景華街124號(旁汽車格)
景美醫院,羅斯福路六段280號(前)
興旺公園,福興路106巷28弄96號(對面)
芝山國小,德行東路285號(德行東路283巷側人行道)
永樂市場,南京西路233巷103號旁
朝陽公園,重慶北路二段62-1號旁
捷運北門站(3號出口),塔城街與鄭州路口西南側
大龍峒社會住宅,承德路三段210號旁
台北數位產業園區,承德路三段287號前方
重慶北路三段383巷口,敦煌路與重慶北路三段383巷口
重慶國中,敦煌路19號前
合昌宮,環河北路二段371號旁
樂利路21巷口,樂利路25號
瑞安街208巷,瑞安街208巷39號對面
捷運忠孝敦化站(7號出口),忠孝東路四段143號
捷運忠孝敦化站(2號出口),忠孝東路四段221號
捷運忠孝復興站(5號出口),復興南路一段135巷3號(對面)
德安公園(四維路66巷),四維路66巷6號北側
東豐公園,東豐街24號(旁公園路側)
信義建國路口,建國南路二段與信義路三段口西南側
捷運大安森林公園站(5號出口),捷運大安森林公園站(5號出口)東側
橋新七新東一街口,橋新七路/新東一街(東北側)
橋新一橋新八路口,橋新一路/橋新八路(東北側)
小機堡停車場,糖北路3-1號(南側)
中庄國小,中庄路/華德街口(西北側)
憲兵204指揮部,恆山西巷/公園路(東北側)
鹽埔農村社區活動中心,白米路/白米路96巷(南側)
空軍軍史館,介壽西路西首1號(西側)
九番埤濕地公園,霞海路/霞海東一街(東南側)
八德重劃公園,京吉五路/京吉六路(西南側)
梓和公園,和平路220巷40號(東側)
孔宅兒童遊戲場,孔宅街93號(對面)
台機大地街口,台機路/大地街口(南側)
餐旅大學(松信路),松信路/松華路(西北側)
宏光宏智街口,宏光街/宏智街口(東南側)
宏平沿海一路口,宏平路/沿海一路口(東南側)
旗津海岸公園停車場,旗津三路/中洲三路687巷(西側)
中和兒童公園,大學六街/大學二十七街(西南側)
援中港濕地公園,援中港濕地公園(西側)
