name,description
高雄大學行政大樓,高雄大學行政大樓(西北側)
創新芎林一街口,創新路761號前
廣昌公園,廣昌街/右昌忠義六巷(西南側)
高雄科大第一東校區第三停車場,東校區第三停車場(東側)
高雄科大第一東校區校門,東校區校門(西側)
高雄科大第一東校區財金學院,東校區財金學院(南側)
高雄科大第一西校區游泳池,西校區游泳池(北側)
七賢國中(美術東四路),美術東四路/美術東五路(西南側)
鼓山車站,鐵路街20巷/鐵路街(東側)
美術北三馬卡道路口,美術北三路/馬卡道路(西北側)
中華翠華路口,中華一路/翠華路(東南側)
桃子園鼓山三路(東南側),桃子園路/鼓山三路(東南側)
翠華葆楨路口,翠華路/葆禎路(西南側)
內惟車站(馬卡道路),內惟車站東側出口人行道
內惟車站(翠華路),內惟車站西側出口人行道
中華一青海路口,中華一路2300號(前人行道)
前峰兒童遊戲場,九如四路/銘傳路(東北側人行道)
高雄市立圖書館鼓山分館,鼓山三路19之3號(前人行道)
內惟國小(鼓山三路),鼓山三路/新疆路(東北側人行道)
中華郵政前峰郵局,九如四路2008號北側
育群兒童遊戲場,憲德街/育群街口(西北側)
鎮東公園,鎮東街/鎮東四街口(東北側)
三多桂林街口,三多二路/桂林街口(西南側)
高雄軟體園區,復興四路9號(前)
西山兒童遊戲場,台鋁四巷/台鋁中巷(東北側)
凱旋一心一路口,凱旋三路/一心一路口(東北側)
捷運三多商圈站(3號出口),中山二路/一心二路(東南側)
富國公園(安吉街),安吉街/保靖街(西北側)
菜公公園,文育路161號(對側)
華榮翠華路口,華榮路/翠華路(東南側)
崇德翠華路口,崇德路/翠華路(東南側)
海功海富路口,海功路/海富路(北側)
鳳松博愛路口,鳳松路/博愛路(東北側)
文福青年路口,文福街/青年路二段(西南側)
鳳埤鳳埤街50巷口,鳳埤街60巷/鳳埤街50巷口(西南側)
長樂和興街口,長樂街/和興街(南側)
山仔頂溝滯洪池,埤山路/埤北路305巷口東側
勝利建國路一段口,勝利路/建國路一段(東南側)
海風社區公園,勝利路22號(東北側人行道)
公園二光榮街口,公園二路/光榮街(東北側人行道)
中華橫巷力行路口,中華橫巷/力行路口(西南側)
鐵道三中庸街口,鐵道三街/中庸街(西南側)
鐵道九如一路381巷口,鐵道一街/九如一路381巷口(南側)
鐵道復興一路口,鐵道二街/復興一路口(東南側)
中山河北一路口,中山一路/河北一路(東南側)
南區環保公園,金鼎路/金鼎路66巷口(東北側)
正義車站(鐵道街),鐵道街/正義路(西北側)
自由察哈爾一街口,自由一路/察哈爾一街口(東北側)
十全康平街口,十全二路/康平街口(西北側)
海邊新田路口,海邊路/新田路(西南側)
捷運三多商圈站(6號出口),中山二路/三多三路(東北側)
中山苓雅二路口,中山二路/苓雅二路(西北側)
武昌武昌路40巷口,武昌路/武昌路40巷口(東北側)
民學公園站,民學公園(民學路、水源街口)
歸來火車站,歸來火車站樓梯下方人行道上，電梯前方。
屏東火車站(站前廣場2站),屏東火車站站前廣場(近光復路與南昌街路口)
青創聚落站,忠孝路與青島街交叉路口(臨忠孝路)
潮州火車站,潮州鎮信義路111號
潮州鎮公有停車場站,潮州鎮延平路
潮州國小站,華興路人行道上，面對民治溪潮州河濱公園
光華國小站,潮州鎮南進路(面對光華國小大門左邊人行道上)
潮州國中站,潮州鎮永坤路(潮州國中左側人行道上)
潮州鎮立圖書館站,屏東縣潮州鎮三星路39號(面對圖書館右邊停車棚)
四林國小站,潮州鎮明倫路(四林國小左側)
寶高智慧產業園區,寶高路10號(旁)
學士學府路口(大苑社區),學士路/學府路(西北側建案基地)
華江九華江一路口(匯翠社區),華江九華江一路口(西北角)
青雲路451巷口(紐約艾美社區),青雲路449號(對面)
福德一路201巷口(福德ONE社區),福德一路205號(對面)
藝文藝文二街口(大悅社區),藝文街/藝文二街口(東南側人行道)
十四張央北二路口(波爾多社區),十四張路/央北二路口(西北側人行道)
環河西新月一街口(新月天地社區),環河西路一段/新月一街口
中央慶利街口(風華綠中央社區),中央路二段288號(前)
順德街(御中央3社區),斯馨路71巷60號(旁)
大坑南上路口,大坑路一段798號對面人行道
海湖地景公園,下海湖公車站東側空地
八德國民運動中心,廣福路218號前人行道
龍園公園,中山路1216巷公園旁
復興路朝陽街口,復興路51號旁停車場
南順七街32巷口,南順七街35號旁人行道
老街溪河岸廣場,中美路二段192號旁廣場
健行科技大學民設學院,衡陽街93號對面停車場
文化三路文二一街口,文化三路7號前人行道
臺北商業大學桃園校區,福龍路一段100號前方綠地
華亞二路260巷口,華亞二路270號前綠地
桃園街堤岸,桃園街9號斜前方堤岸
治平中學,福德街143號斜前方停車場
鴻築金捷市,樂善二路209號前人行道
富宇敦峰,樂捷段157地號人行道
新北市政府(新站路),新北市政府(新站路側)
新北市政府(新府路),新北市政府(新府路側)
環河公園,南雅西路二段301巷41弄(停車場旁)
四川遠東路口,四川路一段與遠東路口西南側
捷運亞東醫院站(2號出口),南雅南路二段21號前方人行道
板林溪北路口,溪北路2號旁人行道
捷運橋和站,板南路467號(前)
民有公園,中山路3段118-3號(對面)
民享藝文特區,民治街30號對面(南側)
新北市立中和高級中學,連城路573-2號對面(西北側)
景安板南路口,南山路148號對面(東側)
中正路161巷口,中正路161巷26弄5號對面(東北側)
捷運南勢角站(4號出口),捷運路3號(對面)
光華橋(保平路),中山路2段3巷58-3號(東側)
漳和國中,廣福路30號(對面)
天山公園(永安街),永安街48號(對面)
東勢宜興活動中心,東勢街15-1號西南側
捷運景安站,景平路486號(對面)
雙和醫院,中正路281號(公車亭旁)
台灣科學園區,大同路一段237號
三重高中,集美街225號(對面)
重新重安街口,重安街1號(旁)
北新國小,寶橋路8號(前人行道)
中興寶橋路口,中興路三段1號(旁)
疏洪東竹圍仔街口,疏洪東路一段38號(前)
中興橋(環河南路254巷口),環河南路253號(對面)
捷運三重站(1號出口),捷運路36號(旁)
三重國民運動中心,集美街55號(對面)
健華新城社區,文化路一段309-6號(前)
捷運板新站,板新路117巷7號(後方廣場)
捷運新埔站(1號出口),民生路三段11號(前)
捷運新埔站(5號出口),文化路二段/民生路三段口
興華公園,中華路5號(前)
光興國小,光興街23號(對面)
捷運十四張站,民權路282號(旁)
捷運小碧潭站(1號出口),環河路23號(旁捷運站內)
陽光橋,中山路/央北一路口
湳雅觀光夜市(津渡橋),南雅西路一段63巷4號前
華德公園,四川路二段245巷60號對側
溪洲公園停車場,滿平街84巷公有停車場內
三光國小(金滿意),大同南路157號(前)
環河福德南路口,福德南路71號(對面)
崇光女中,三民路18號(旁)
中正國小,三民路34號(前)
新店高中,三民路161號(旁)
三重商工(後竹圍街),中正北路165巷53號(後竹圍街路側停車格)
三重綜合體育館,中正北路/中正北路25巷(南側)
捷運菜寮站(3號出口),重新路三段67號(旁)
三重行政中心,新北大道一段5巷2弄/過圳街31巷(西南側)
文中小停車場,名源街54號(對面)
聯邦公園,三民路/中華路口(東南側)
板橋信義公園,四川路1號旁人行道
浮洲合宜住宅(合宜合安一路口),合宜路/合安一路(東南側機車停車場)
南雅公園,南雅南路二段1-1號(旁)
忠孝國中,成都街45號對側
修德國小,重陽路三段3號(民生街側)
厚德公園,忠孝路一段37號(前)
三張公園,自強路二段47巷57號(對面)
六合公園,自強路二段74巷91號(對面)
和平公園,忠孝路二段2-1號(旁)
後竹圍市民活動中心,後竹圍街175巷22號(對面)
力行大勇街口,力行路一段188巷/國道路一段70巷(東南側)
埤墘公園,萬板路108號(前公園路側)
捷運新埔民生站,民生路三段70號對面停車場內
板橋仁愛公園,國慶路49巷7號對側
民生公園,民生路一段32號旁
板橋和平公園,重慶路355號外側人行道
莊敬公園,萬板路與民生路二段口東南側
四川忠孝路口,四川路一段244號(對面)
環河西大漢街口,環河西路四段/大漢街(西南側)
板橋地政事務所,實踐路1號對側
板橋真武廟,光復街202巷6-1號(前)
安邦公園,安邦街與連勝街口(西北側)
莒光國小,雙十路2段47巷8弄6號(對面)
光復高中,光環路一段與長壽街口西南側
溪北公園,篤行路二段131巷37號對側
板橋福德公園,新站路1號對側
浮洲火車站,僑中二街156號
崑崙活力廣場,大觀路三段133巷1號對側
保順環河西路口,保順路53號(對面)
名利橋,仁愛路352巷96號(對面廣場)
捷運景平站,景平路127號旁(東側)
輕軌濱海沙崙站,沙崙路一段/濱海路二段(東南側人行道)
輕軌濱海義山站,濱海路一段133號(前)
圓通錦和路口,圓通路367巷8號對面路側(東北側)
碧河宮,中山路368-12號對面人行道(西側)
民樂人行廣場,員山路266巷33號對面(南側)
中和安和路口,中和路212號(東側)
臺北海洋科技大學,濱海路三段138號(前)
義山新市一路口,新市一路一段371號(義山路側)
美麗新淡海影城,新市五路三段/義山路二段(西北側人行道)
輕軌淡海新市鎮站,沙崙路二段/新市三路二段口(東北側人行道)
新市二路二段,新市二路二段98號(前)
捷運新埔站(2號出口),文化路一段/民生路二段口南側
永平高中,永平路/永平路203巷口(靠學校圍牆路側)
新市二路四段,新市二路四段58號(前)
輕軌淡水行政中心站,濱海路一段/中山北路三段口(東北側人行道)
文化機車立體停車場,文化路57號(立體停車場地下一樓)
輕軌沙崙站,觀海路/淡海路口(北側)
大庄一號公園,沙崙路97號(前)
竹圍公園,民生路108號(旁公園通道)
蘆洲中原公園,光華路186巷31-45號(公園側人行道)
永安圖書館,永安南路二段152號(對面)
蘆洲李宅古蹟,中正路185巷68弄9號(對面人行道)
永安南路九芎街71巷口,永安南路二段40-3號(斜對面)
新市一路一段99巷口,新市一路一段99巷21號(旁)
捷運新埔站(4號出口),文化路一段360號前
板橋第一運動場,板橋第一體育場南門
永安公園,雙十路一段25號前
福和宮,廣福路112號前路側(南側)
原興廣場,中興路150巷12號西南側
汐科火車站(南),大同路二段182號東側
中山北新春街口,中山北路一段/新春街口(公園籃球場前)
竿蓁市民活動中心,中正東路一段3巷6號(對面)
捷運紅樹林站,中正東路2段68號(南側停車場出口)
捷運竹圍站,民族路1-1號(前)
東方科學園區,新台五路一段114號
輕軌漁人碼頭站,中正路二段/中正路二段51巷口(輕軌站旁)
捷運淡水站,公明街73巷6號(前淡水老街廣場)
輕軌新市一路站,淡金路二段/新市一路口(輕軌站出口旁)
仁化文新路口,仁化街/文新路口東北側
江翠國小,文化路二段413號前
時光公園,時光公園西南側
捷運板橋站(1號出口),捷運板橋站(1號出口)外側
永和國小,中正路426號(對面)
蘆洲中路公園,正和街72巷16號(對面)
溪墘公園,信義路73巷6號(對面)
捷運徐匯中學站(1號出口),中山一路12號(對面)
秀朗國小,民生路23號(對面)
福和國中,永貞路/永亨路(東南側)
福和國中停車場,永亨路99號(對向人行道)
永和國民運動中心,永利路131號(對面人行道)
板橋果菜批發市場,板城路/香社一路(東北側)
輕軌淡江大學站,淡金路二段399號(前人行道)
捷運板橋站(3號出口),文化路一段/新府路口東側
輕軌淡金北新站,淡金路一段/北新路口(輕軌站出口旁)
文化路二段182巷1弄,文化路二段182巷3弄95號(對面)
藝文二永翠路口(青峰社區),藝文二街永翠路口(西南側人行道)
永翠藝文街口(柏克萊公園社區),永翠路342-348號(前方)
永翠藝文街口(大禾社區),永翠路350-352號(前方)
彩虹兒童公園,光榮路120巷8弄23-41號(對面)
柳堤公園,長樂路/光明路口(東北側)
民生長江路口,民生路三段/長江路一段口東北側
捷運江子翠站(3號出口),文化路二段288號前
捷運蘆洲站,三民路503號(對面)
板橋國中,中正路437號前
